transaction_id,customer_id,date,amount,type,status
T001164,C0932,2026-04-13,199,subscription,successful
T001165,C0933,2026-03-27,199,subscription,successful
T001166,C0933,2026-04-27,199,subscription,successful
T001167,C0936,2026-02-21,49,subscription,successful
T001168,C0936,2026-03-21,49,subscription,successful
T001169,C0936,2026-04-21,49,subscription,successful
T001170,C0937,2026-04-03,199,subscription,successful
T001171,C0938,2026-01-22,49,subscription,successful
T001172,C0938,2026-02-22,49,subscription,successful
T001173,C0938,2026-03-22,49,subscription,successful
T001174,C0938,2026-04-22,49,subscription,successful
T001175,C0940,2026-03-01,199,subscription,successful
T001176,C0940,2026-04-01,199,subscription,successful
T001177,C0942,2026-01-17,49,subscription,successful
T001178,C0942,2026-02-17,49,subscription,successful
T001179,C0942,2026-03-17,49,subscription,successful
T001180,C0942,2026-04-17,49,subscription,successful
T001181,C0943,2026-03-21,49,subscription,successful
T001182,C0943,2026-04-21,49,subscription,successful
T001183,C0944,2026-03-10,49,subscription,successful
T001184,C0944,2026-04-10,49,subscription,successful
T001185,C0947,2026-02-20,199,subscription,successful
T001186,C0947,2026-03-20,199,subscription,successful
T001187,C0947,2026-04-20,199,subscription,successful
T001188,C0949,2026-03-14,49,subscription,successful
T001189,C0949,2026-04-14,49,subscription,successful
T001190,C0950,2026-03-26,49,subscription,successful
T001191,C0950,2026-04-26,49,subscription,successful
T001192,C0951,2026-01-04,49,subscription,successful
T001193,C0951,2026-02-04,49,subscription,successful
T001194,C0951,2026-03-04,49,subscription,successful
T001195,C0951,2026-04-04,49,subscription,successful
T001196,C0953,2026-03-24,199,subscription,successful
T001197,C0953,2026-04-24,199,subscription,successful
T001198,C0954,2026-02-24,49,subscription,successful
T001199,C0954,2026-03-24,49,subscription,successful
T001200,C0954,2026-04-24,49,subscription,successful
T001201,C0958,2026-01-24,49,subscription,successful
T001202,C0958,2026-02-24,49,subscription,successful
T001203,C0958,2026-03-24,49,subscription,successful
T001204,C0958,2026-04-24,49,subscription,successful
T001205,C0959,2026-01-07,49,subscription,successful
T001206,C0959,2026-02-07,49,subscription,successful
T001207,C0959,2026-03-07,49,subscription,successful
T001208,C0959,2026-04-07,49,subscription,successful
T001209,C0960,2026-02-03,199,subscription,successful
T001210,C0960,2026-03-03,199,subscription,successful
T001211,C0960,2026-04-03,199,subscription,successful
T001212,C0962,2026-02-11,199,subscription,successful
T001213,C0962,2026-03-11,199,subscription,successful
T001214,C0962,2026-04-11,199,subscription,successful
T001215,C0963,2026-01-28,49,subscription,successful
T001216,C0963,2026-02-28,49,subscription,successful
T001217,C0963,2026-03-28,49,subscription,successful
T001218,C0963,2026-04-28,49,subscription,successful
T001219,C0964,2026-02-28,49,subscription,successful
T001220,C0964,2026-03-28,49,subscription,successful
T001221,C0964,2026-04-28,49,subscription,successful
T001222,C0965,2026-02-11,49,subscription,successful
T001223,C0965,2026-03-11,49,subscription,successful
T001224,C0965,2026-04-11,49,subscription,successful
T001225,C0967,2026-04-08,49,subscription,successful
T001226,C0971,2026-04-07,49,subscription,successful
T001227,C0972,2026-04-17,49,subscription,successful
T001228,C0974,2026-02-02,199,subscription,successful
T001229,C0974,2026-03-02,199,subscription,successful
T001230,C0974,2026-04-02,199,subscription,successful
T001231,C0976,2026-01-11,49,subscription,successful
T001232,C0976,2026-02-11,49,subscription,successful
T001233,C0976,2026-03-11,49,subscription,successful
T001234,C0976,2026-04-11,49,subscription,successful
T001235,C0977,2026-03-02,49,subscription,successful
T001236,C0977,2026-04-02,49,subscription,successful
T001237,C0978,2026-01-03,49,subscription,successful
T001238,C0978,2026-02-03,49,subscription,successful
T001239,C0978,2026-03-03,49,subscription,successful
T001240,C0978,2026-04-03,49,subscription,successful
T001241,C0979,2026-04-06,49,subscription,successful
T001242,C0981,2026-01-07,199,subscription,successful
T001243,C0981,2026-02-07,199,subscription,successful
T001244,C0981,2026-03-07,199,subscription,successful
T001245,C0981,2026-04-07,199,subscription,successful
T001246,C0982,2026-02-14,199,subscription,successful
T001247,C0982,2026-03-14,199,subscription,successful
T001248,C0982,2026-04-14,199,subscription,successful
T001249,C0986,2026-04-10,199,subscription,successful
T001250,C0987,2026-03-25,49,subscription,successful
T001251,C0987,2026-04-25,49,subscription,successful
T001252,C0988,2026-01-06,49,subscription,successful
T001253,C0988,2026-02-06,49,subscription,successful
T001254,C0988,2026-03-06,49,subscription,successful
T001255,C0988,2026-04-06,49,subscription,successful
T001256,C0989,2026-04-07,199,subscription,successful
T001257,C0990,2026-01-04,49,subscription,successful
T001258,C0990,2026-02-04,49,subscription,successful
T001259,C0990,2026-03-04,49,subscription,successful
T001260,C0990,2026-04-04,49,subscription,successful
T001261,C0991,2026-02-01,49,subscription,successful
T001262,C0991,2026-03-01,49,subscription,successful
T001263,C0991,2026-04-01,49,subscription,successful
T001264,C0992,2026-01-26,49,subscription,successful
T001265,C0992,2026-02-26,49,subscription,successful
T001266,C0992,2026-03-26,49,subscription,successful
T001267,C0992,2026-04-26,49,subscription,successful
T001268,C0994,2026-01-03,49,subscription,successful
T001269,C0994,2026-02-03,49,subscription,successful
T001270,C0994,2026-03-03,49,subscription,successful
T001271,C0994,2026-04-03,49,subscription,successful
T001272,C0996,2026-01-20,49,subscription,successful
T001273,C0996,2026-02-20,49,subscription,successful
T001274,C0996,2026-03-20,49,subscription,successful
T001275,C0996,2026-04-20,49,subscription,successful
T001276,C0997,2026-01-31,199,subscription,successful
T001277,C0997,2026-02-28,199,subscription,successful
T001278,C0997,2026-03-28,199,subscription,successful
T001279,C0997,2026-04-28,199,subscription,successful
T001280,C0998,2026-01-17,49,subscription,successful
T001281,C0998,2026-02-17,49,subscription,successful
T001282,C0998,2026-03-17,49,subscription,successful
T001283,C0998,2026-04-17,49,subscription,successful
