customer_id,plan,company_size,industry,country,acquisition_channel,activity_count,active_months,integration_failures,feature_usage_count,revenue,transaction_count,ticket_count,integration_ticket_count,avg_resolution_time,feedback_count
C0554,Free,20,Healthcare,United Kingdom,Organic,28,4,0,8,0.0,0.0,5,1,33.598,4
C0555,Business,821,FinTech,India,Paid Ads,182,1,4,48,199.0,1.0,5,0,33.934,1
C0556,Free,2,Healthcare,India,Paid Ads,30,3,1,9,0.0,0.0,6,0,38.995,2
C0557,Starter,96,Professional Services,India,Referral,66,2,0,17,98.0,2.0,8,0,36.25,4
C0558,Starter,41,FinTech,Germany,Organic,110,1,0,23,49.0,1.0,5,0,43.792,1
C0559,Free,60,Marketing,United Kingdom,Referral,21,3,0,6,0.0,0.0,1,0,51.42,4
C0560,Free,9,E-commerce,United States,Partner,52,2,1,16,0.0,0.0,2,1,45.93,3
C0561,Free,9,Marketing,India,Partner,21,4,1,5,0.0,0.0,5,0,44.15599999999999,3
C0562,Free,2,Marketing,India,Organic,36,4,0,11,0.0,0.0,8,1,34.7275,2
C0563,Free,2,E-commerce,United States,Organic,34,4,1,12,0.0,0.0,6,0,35.39166666666667,4
C0564,Free,8,Marketing,United Kingdom,Partner,45,1,2,15,0.0,0.0,4,0,36.905,3
C0565,Business,19,E-commerce,India,Referral,110,2,4,30,398.0,2.0,2,0,18.11,3
C0566,Free,10,SaaS,India,Sales,59,1,0,17,0.0,0.0,4,1,47.2225,1
C0567,Starter,189,Healthcare,India,Sales,48,4,2,18,196.0,4.0,6,1,40.623333333333335,2
C0568,Free,1,SaaS,Germany,Paid Ads,56,2,1,14,0.0,0.0,8,0,51.85,4
C0569,Free,38,IT Services,United States,Paid Ads,42,4,0,9,0.0,0.0,4,0,51.8925,1
C0570,Free,9,Professional Services,United Kingdom,Referral,44,1,0,10,0.0,0.0,8,2,37.47,1
C0571,Free,37,Professional Services,United States,Referral,33,3,1,9,0.0,0.0,4,1,26.502499999999998,4
C0572,Business,145,Healthcare,Australia,Organic,136,2,1,30,398.0,2.0,3,0,48.67666666666667,4
C0573,Starter,1,IT Services,Germany,Referral,58,2,0,20,98.0,2.0,7,3,33.81428571428571,4
C0574,Free,44,SaaS,United States,Paid Ads,48,4,3,10,0.0,0.0,4,1,40.45,3
C0575,Free,38,IT Services,Germany,Referral,36,3,2,8,0.0,0.0,3,0,42.26,4
C0576,Business,109,SaaS,India,Paid Ads,156,4,6,40,796.0,4.0,6,1,41.22166666666667,4
C0577,Free,41,SaaS,India,Paid Ads,44,4,0,7,0.0,0.0,6,1,33.98833333333333,1
C0578,Starter,148,SaaS,India,Organic,93,3,1,24,147.0,3.0,4,1,44.942499999999995,3
C0579,Free,6,Education,India,Paid Ads,45,3,1,10,0.0,0.0,4,1,23.205,3
C0580,Business,48,SaaS,United States,Paid Ads,150,1,1,48,199.0,1.0,5,2,45.282,4
C0581,Free,47,SaaS,India,Paid Ads,25,1,0,4,0.0,0.0,8,2,41.0925,2
C0582,Starter,76,FinTech,United States,Referral,53,1,1,16,49.0,1.0,5,2,32.704,2
C0583,Starter,7,E-commerce,Australia,Organic,75,1,0,25,49.0,1.0,8,2,38.19,3
C0584,Starter,3,SaaS,India,Sales,77,4,1,22,196.0,4.0,7,2,24.807142857142853,2
C0585,Free,27,Education,United States,Referral,49,1,0,12,0.0,0.0,3,1,33.419999999999995,1
C0586,Starter,41,Professional Services,India,Paid Ads,108,3,2,33,147.0,3.0,8,2,41.09875,1
C0587,Free,985,IT Services,India,Paid Ads,44,4,0,10,0.0,0.0,6,3,39.791666666666664,2
C0588,Free,4,Education,India,Organic,28,2,1,10,0.0,0.0,4,0,38.235,1
C0589,Free,2,SaaS,United States,Referral,21,3,0,5,0.0,0.0,5,2,18.038,1
C0590,Business,123,Healthcare,United States,Sales,192,2,2,43,398.0,2.0,1,0,22.24,2
C0591,Starter,190,E-commerce,Canada,Referral,42,4,1,10,196.0,4.0,6,3,38.93,2
C0592,Starter,155,SaaS,United States,Paid Ads,66,3,2,19,147.0,3.0,6,3,36.248333333333335,3
C0593,Starter,116,Marketing,United Kingdom,Partner,53,1,4,12,49.0,1.0,4,1,25.825,3
C0594,Business,99,Healthcare,United States,Referral,192,2,4,60,398.0,2.0,8,4,35.36625,3
C0595,Free,1,FinTech,United States,Organic,28,1,0,7,0.0,0.0,7,0,31.595714285714283,2
C0596,Starter,11,Healthcare,United Kingdom,Paid Ads,55,1,1,17,49.0,1.0,4,0,31.885,3
C0597,Starter,47,Education,United Kingdom,Sales,75,3,0,26,147.0,3.0,2,1,22.115000000000002,3
C0598,Free,44,E-commerce,India,Referral,19,2,1,4,0.0,0.0,4,0,36.085,2
C0599,Starter,2,Professional Services,India,Paid Ads,78,1,4,19,49.0,1.0,1,1,16.9,3
C0600,Free,44,SaaS,Canada,Sales,28,4,3,4,0.0,0.0,8,2,31.53875,2
C0601,Starter,11,IT Services,Germany,Referral,65,1,2,11,49.0,1.0,4,0,32.72,3
C0602,Starter,35,Healthcare,India,Paid Ads,102,1,2,28,49.0,1.0,7,2,43.30285714285714,2
C0603,Free,24,FinTech,India,Organic,32,4,0,13,0.0,0.0,7,2,35.26714285714286,4
C0604,Free,6,Education,India,Referral,27,1,1,4,0.0,0.0,5,2,41.682,4
C0605,Free,155,FinTech,United Kingdom,Organic,40,4,1,7,0.0,0.0,5,0,23.748,2
C0606,Free,34,E-commerce,India,Organic,25,1,0,6,0.0,0.0,4,1,38.6225,1
C0607,Free,2,Marketing,United Kingdom,Paid Ads,55,1,1,15,0.0,0.0,6,1,39.515,3
C0608,Free,20,SaaS,Singapore,Referral,20,4,1,6,0.0,0.0,4,0,35.29,1
C0609,Free,7,Professional Services,India,Sales,20,1,1,2,0.0,0.0,4,0,39.6325,1
C0610,Free,10,E-commerce,United States,Organic,18,3,0,4,0.0,0.0,3,1,19.55333333333333,4
C0611,Free,5,FinTech,India,Partner,31,4,0,6,0.0,0.0,8,3,26.59125,1
C0612,Free,117,Education,United States,Organic,52,4,1,15,0.0,0.0,3,1,22.900000000000002,4
C0613,Free,9,FinTech,India,Paid Ads,26,1,0,10,0.0,0.0,3,1,34.1,3
C0614,Business,159,IT Services,India,Partner,216,1,4,61,199.0,1.0,3,1,35.04333333333333,3
C0615,Starter,195,SaaS,India,Paid Ads,63,3,2,15,147.0,3.0,7,1,38.167142857142856,2
C0616,Free,34,Professional Services,Germany,Referral,52,1,0,14,0.0,0.0,8,2,46.505,2
C0617,Business,827,Education,United States,Paid Ads,111,1,0,34,199.0,1.0,2,0,18.68,3
C0618,Free,5,SaaS,Australia,Referral,27,3,1,8,0.0,0.0,3,1,14.286666666666667,2
C0619,Free,7,E-commerce,India,Organic,58,1,1,14,0.0,0.0,4,2,39.7725,1
C0620,Starter,24,E-commerce,Canada,Partner,92,2,2,25,98.0,2.0,6,3,45.53,1
C0621,Business,156,E-commerce,India,Organic,78,1,2,12,199.0,1.0,8,2,42.6375,1
C0622,Free,9,Education,India,Paid Ads,52,1,2,16,0.0,0.0,3,1,55.24666666666667,2
C0623,Free,46,Marketing,United States,Referral,18,1,1,6,0.0,0.0,6,2,31.30666666666667,2
C0624,Free,41,SaaS,United States,Referral,48,3,2,13,0.0,0.0,2,0,67.91,2
C0625,Starter,3,IT Services,United States,Organic,78,3,3,20,147.0,3.0,5,0,27.992,1
C0626,Free,34,Education,United States,Referral,32,4,1,5,0.0,0.0,8,1,46.00875,3
C0627,Business,194,FinTech,India,Organic,147,1,2,52,199.0,1.0,5,3,36.648,4
C0628,Starter,46,Professional Services,United States,Organic,66,2,6,13,98.0,2.0,7,2,34.19857142857143,1
C0629,Starter,41,Professional Services,India,Sales,60,4,4,19,196.0,4.0,1,1,27.35,2
C0630,Starter,27,IT Services,India,Referral,44,3,0,14,147.0,3.0,1,0,62.42,4
C0631,Free,5,IT Services,United Kingdom,Organic,22,1,1,8,0.0,0.0,5,1,32.736000000000004,4
C0632,Free,10,FinTech,United States,Partner,52,4,1,17,0.0,0.0,2,1,30.21,4
C0633,Free,139,IT Services,United States,Paid Ads,25,1,0,7,0.0,0.0,1,0,11.75,1
C0634,Starter,7,Education,India,Sales,54,2,1,11,98.0,2.0,5,0,22.080000000000002,1
C0635,Free,19,Healthcare,India,Referral,32,4,0,7,0.0,0.0,3,0,44.16,4
C0636,Starter,18,FinTech,Singapore,Paid Ads,80,4,1,14,196.0,4.0,6,1,34.86333333333334,3
C0637,Starter,109,Professional Services,India,Paid Ads,48,1,0,14,49.0,1.0,5,3,33.410000000000004,4
C0638,Free,39,Education,India,Paid Ads,36,1,0,11,0.0,0.0,1,0,29.58,1
C0639,Free,21,FinTech,Germany,Organic,57,3,1,11,0.0,0.0,6,1,28.205000000000002,4
C0640,Free,2,Healthcare,Canada,Referral,18,3,0,3,0.0,0.0,8,1,39.988749999999996,3
C0641,Business,105,Education,Canada,Sales,120,3,3,30,597.0,3.0,2,0,46.864999999999995,4
C0642,Free,9,SaaS,India,Partner,42,1,1,11,0.0,0.0,6,2,41.185,2
C0643,Free,7,IT Services,India,Paid Ads,39,1,0,10,0.0,0.0,5,1,39.074,4
C0644,Free,6,SaaS,United States,Referral,39,1,0,9,0.0,0.0,8,0,31.60875,1
C0645,Free,9,FinTech,United States,Organic,28,4,2,7,0.0,0.0,7,2,40.824285714285715,2
C0646,Starter,10,SaaS,India,Organic,92,4,1,25,196.0,4.0,1,1,70.57,4
C0647,Free,1,IT Services,United States,Referral,32,4,1,8,0.0,0.0,6,1,27.040000000000003,2
C0648,Free,3,IT Services,India,Organic,34,2,0,9,0.0,0.0,6,1,41.22666666666667,3
C0649,Starter,35,Professional Services,United States,Paid Ads,96,4,1,26,196.0,4.0,4,1,24.9175,2
C0650,Free,1,FinTech,United Kingdom,Referral,39,3,2,5,0.0,0.0,6,0,46.22666666666667,3
C0651,Starter,74,Healthcare,India,Paid Ads,57,3,0,17,147.0,3.0,2,0,41.585,3
C0652,Starter,20,Healthcare,India,Organic,78,3,4,13,147.0,3.0,2,0,50.355000000000004,1
C0653,Starter,8,IT Services,United Kingdom,Paid Ads,52,1,1,11,49.0,1.0,4,0,42.64,2
C0654,Starter,49,Education,United States,Referral,72,4,1,19,196.0,4.0,2,2,38.415,2
C0655,Starter,38,Healthcare,United States,Sales,72,1,1,22,49.0,1.0,3,0,37.71,3
C0656,Business,291,E-commerce,India,Organic,171,3,2,44,597.0,3.0,7,2,39.137142857142855,4
C0657,Starter,15,Marketing,India,Organic,91,3,0,22,147.0,3.0,8,1,34.99125,3
C0658,Starter,27,Marketing,United States,Referral,112,2,5,31,98.0,2.0,8,2,46.11875,4
C0659,Starter,4,Education,United States,Organic,56,2,1,17,98.0,2.0,5,2,29.362000000000002,4
C0660,Starter,145,SaaS,United States,Organic,111,3,1,26,147.0,3.0,6,2,39.79,2
C0661,Free,2,Marketing,India,Referral,54,2,2,17,0.0,0.0,1,0,7.54,2
C0662,Starter,60,FinTech,United States,Partner,115,1,2,31,49.0,1.0,5,1,13.618,1
C0663,Free,7,SaaS,Singapore,Referral,56,2,2,15,0.0,0.0,2,0,26.32,2
C0664,Free,7,FinTech,India,Organic,44,3,1,9,0.0,0.0,1,0,17.32,1
C0665,Starter,10,SaaS,Germany,Paid Ads,40,4,1,8,196.0,4.0,2,0,25.085,2
C0666,Business,184,Education,United States,Paid Ads,244,4,8,60,796.0,4.0,6,2,40.13833333333333,2
C0667,Starter,124,Education,United Kingdom,Partner,96,1,3,19,49.0,1.0,2,0,58.879999999999995,2
C0668,Free,10,Healthcare,India,Partner,30,3,0,9,0.0,0.0,2,2,56.69,1
C0669,Free,1,Professional Services,United States,Organic,52,4,1,11,0.0,0.0,4,2,37.19,3
C0670,Free,3,FinTech,India,Referral,22,2,0,3,0.0,0.0,7,0,31.012857142857143,4
C0671,Free,8,Education,United States,Paid Ads,18,3,0,4,0.0,0.0,8,0,44.8475,2
C0672,Starter,39,Marketing,United States,Referral,104,4,2,22,196.0,4.0,5,1,22.698,3
C0673,Free,11,E-commerce,India,Paid Ads,32,4,1,10,0.0,0.0,5,2,43.958,3
C0674,Starter,102,FinTech,Australia,Organic,80,2,2,17,98.0,2.0,5,2,28.162,4
C0675,Business,873,Healthcare,United Kingdom,Organic,153,3,2,44,597.0,3.0,1,0,25.58,2
C0676,Free,44,E-commerce,India,Organic,27,3,0,5,0.0,0.0,4,1,47.0125,2
C0677,Free,29,SaaS,Canada,Partner,33,1,0,10,0.0,0.0,3,1,41.550000000000004,2
C0678,Free,4,Healthcare,India,Paid Ads,45,1,0,14,0.0,0.0,4,1,27.35,4
C0679,Free,1,E-commerce,United States,Sales,33,3,0,9,0.0,0.0,3,1,33.86,3
C0680,Business,181,Marketing,United States,Organic,243,3,6,77,597.0,3.0,5,0,25.428,4
C0681,Free,9,FinTech,India,Organic,44,2,1,8,0.0,0.0,1,0,12.63,3
C0682,Free,25,FinTech,Canada,Referral,60,2,0,14,0.0,0.0,7,3,32.02285714285714,1
C0683,Starter,94,SaaS,India,Partner,56,4,1,15,196.0,4.0,3,0,33.29,4
C0684,Starter,13,FinTech,Germany,Partner,69,3,1,18,147.0,3.0,1,1,18.3,1
C0685,Business,34,E-commerce,United States,Referral,152,1,2,42,199.0,1.0,1,0,41.93,3
C0686,Starter,4,Marketing,India,Referral,94,2,2,21,98.0,2.0,2,0,30.354999999999997,1
C0687,Starter,51,SaaS,India,Sales,88,4,1,26,196.0,4.0,5,0,29.374000000000002,3
C0688,Business,91,E-commerce,India,Partner,189,3,6,45,597.0,3.0,8,2,42.99125,2
C0689,Business,16,E-commerce,India,Referral,244,4,10,54,796.0,4.0,8,2,30.725,4
C0690,Free,5,SaaS,India,Referral,56,1,2,10,0.0,0.0,5,1,48.248000000000005,2
C0691,Free,7,Professional Services,Canada,Partner,29,3,0,3,0.0,0.0,1,0,16.69,3
C0692,Free,33,E-commerce,India,Paid Ads,24,4,0,6,0.0,0.0,8,1,40.92125,4
C0693,Free,36,Marketing,Germany,Sales,48,2,3,10,0.0,0.0,2,1,25.9,3
C0694,Free,36,SaaS,United States,Organic,21,1,2,3,0.0,0.0,8,2,44.33375,3
C0695,Free,10,SaaS,United States,Organic,26,1,1,8,0.0,0.0,2,0,30.98,2
C0696,Business,406,E-commerce,United States,Organic,89,2,0,21,398.0,2.0,6,0,37.46,4
C0697,Business,731,Healthcare,United States,Paid Ads,106,2,1,33,398.0,2.0,2,0,29.385,1
C0698,Starter,54,Healthcare,United Kingdom,Referral,85,1,2,20,49.0,1.0,8,1,35.7475,2
C0699,Starter,15,SaaS,Australia,Organic,56,1,2,15,49.0,1.0,5,1,49.698,3
C0700,Business,16,SaaS,United States,Paid Ads,78,1,2,11,199.0,1.0,6,3,30.151666666666667,4
C0701,Free,9,Healthcare,Singapore,Sales,48,2,3,8,0.0,0.0,7,1,28.405714285714282,1
C0702,Starter,29,Healthcare,India,Referral,80,4,4,23,196.0,4.0,7,4,29.888571428571428,4
C0703,Starter,46,Marketing,Singapore,Sales,90,3,3,23,147.0,3.0,1,0,38.38,3
C0704,Free,10,IT Services,India,Organic,48,3,0,15,0.0,0.0,1,0,10.63,1
C0705,Free,6,SaaS,United States,Paid Ads,52,4,1,17,0.0,0.0,8,4,47.36125,3
C0706,Free,6,E-commerce,United States,Referral,44,2,0,11,0.0,0.0,1,1,31.83,3
C0707,Free,5,Marketing,United States,Organic,32,1,0,6,0.0,0.0,5,0,19.130000000000003,4
C0708,Free,25,Marketing,Canada,Organic,24,3,0,5,0.0,0.0,2,0,24.6,1
C0709,Business,821,Healthcare,United States,Referral,107,2,2,28,398.0,2.0,4,1,36.535000000000004,1
C0710,Starter,23,Professional Services,India,Referral,87,3,2,27,147.0,3.0,4,3,33.510000000000005,2
C0711,Free,8,FinTech,India,Paid Ads,24,2,1,5,0.0,0.0,2,1,50.72,2
C0712,Free,36,Healthcare,United States,Organic,22,1,0,5,0.0,0.0,4,1,42.8575,2
C0713,Starter,10,Education,India,Sales,100,4,2,31,196.0,4.0,8,0,50.1525,4
C0714,Free,1,SaaS,India,Paid Ads,33,1,3,4,0.0,0.0,3,2,47.346666666666664,2
C0715,Starter,117,FinTech,India,Partner,104,1,1,26,49.0,1.0,4,0,32.48,3
C0716,Starter,95,FinTech,United States,Organic,57,3,0,16,147.0,3.0,2,0,52.715,2
C0717,Free,37,SaaS,Singapore,Organic,28,2,0,6,0.0,0.0,4,1,30.505000000000003,2
C0718,Free,9,SaaS,India,Paid Ads,34,3,0,8,0.0,0.0,3,1,52.81333333333333,1
C0719,Free,2,FinTech,United States,Paid Ads,28,2,0,9,0.0,0.0,1,0,70.09,4
C0720,Free,9,FinTech,India,Organic,39,3,0,10,0.0,0.0,6,2,29.43166666666667,3
C0721,Starter,15,Marketing,United States,Organic,47,3,2,13,147.0,3.0,6,0,49.196666666666665,4
C0722,Free,9,E-commerce,Germany,Referral,57,3,4,8,0.0,0.0,4,1,46.307500000000005,3
C0723,Business,126,Professional Services,United Kingdom,Referral,146,2,2,28,398.0,2.0,3,0,47.45666666666667,1
C0724,Starter,32,Marketing,India,Paid Ads,75,3,2,13,147.0,3.0,6,0,35.708333333333336,4
C0725,Free,18,E-commerce,Germany,Sales,44,2,0,13,0.0,0.0,7,3,43.55428571428571,3
C0726,Free,43,Education,United States,Organic,31,4,3,8,0.0,0.0,6,3,43.81,3
C0727,Business,464,E-commerce,India,Paid Ads,158,4,3,45,796.0,4.0,7,2,26.458571428571428,4
C0728,Starter,188,SaaS,United States,Organic,93,3,2,28,147.0,3.0,4,0,56.325,4
C0729,Starter,10,SaaS,United States,Organic,78,2,1,19,98.0,2.0,4,1,17.67,3
C0730,Free,27,E-commerce,Germany,Organic,39,3,2,6,0.0,0.0,6,0,23.936666666666667,4
C0731,Starter,39,IT Services,United States,Referral,104,2,1,21,98.0,2.0,8,1,42.10625,4
C0732,Free,35,E-commerce,Canada,Referral,57,1,2,13,0.0,0.0,1,0,8.31,3
C0733,Free,47,IT Services,Australia,Organic,39,1,0,11,0.0,0.0,5,2,13.790000000000001,4
C0734,Free,174,E-commerce,Singapore,Referral,28,4,0,10,0.0,0.0,3,0,32.12,4
C0735,Free,4,E-commerce,India,Organic,13,2,1,4,0.0,0.0,8,1,29.345000000000002,3
C0736,Free,6,IT Services,United States,Organic,56,2,0,12,0.0,0.0,7,1,26.57428571428571,3
C0737,Free,8,Education,India,Referral,27,3,0,9,0.0,0.0,8,3,40.21125,4
C0738,Starter,40,Healthcare,United Kingdom,Organic,102,3,1,26,147.0,3.0,5,1,38.35,3
C0739,Business,48,FinTech,Singapore,Referral,208,2,4,50,398.0,2.0,4,0,30.05,3
C0740,Free,1,Education,United States,Paid Ads,58,1,2,11,0.0,0.0,6,1,26.61,2
C0741,Free,41,Education,United States,Sales,48,4,0,9,0.0,0.0,4,0,37.86,3
C0742,Starter,18,E-commerce,India,Partner,93,3,0,25,147.0,3.0,5,0,31.098000000000003,2
C0743,Starter,27,SaaS,Germany,Referral,63,3,2,19,147.0,3.0,8,3,25.1275,4
C0744,Free,15,E-commerce,India,Referral,40,4,0,13,0.0,0.0,4,2,30.585,2
C0745,Starter,148,FinTech,Canada,Organic,82,3,4,14,147.0,3.0,5,2,48.804,2
C0746,Business,107,Marketing,United Kingdom,Partner,228,1,4,51,199.0,1.0,3,1,44.29666666666666,2
C0747,Free,109,Education,India,Partner,52,2,0,9,0.0,0.0,5,0,44.098,2
C0748,Business,31,Professional Services,United States,Referral,188,2,5,45,398.0,2.0,3,0,48.4,4
C0749,Free,7,Marketing,India,Referral,32,2,0,8,0.0,0.0,7,2,36.04714285714286,4
C0750,Business,6,FinTech,India,Sales,192,3,5,49,597.0,3.0,1,1,2.42,2
C0751,Starter,183,FinTech,United States,Organic,62,2,1,14,98.0,2.0,5,1,32.184000000000005,3
C0752,Free,45,Marketing,India,Partner,32,3,1,12,0.0,0.0,4,1,29.520000000000003,1
C0753,Starter,53,E-commerce,India,Organic,74,3,3,20,147.0,3.0,6,0,37.291666666666664,2
C0754,Starter,5,Professional Services,Australia,Referral,112,2,1,34,98.0,2.0,3,0,38.15,3
C0755,Free,26,SaaS,Singapore,Sales,20,4,0,4,0.0,0.0,6,0,43.02333333333333,2
C0756,Free,29,Professional Services,United States,Sales,54,2,3,15,0.0,0.0,1,0,71.74,4
C0757,Free,2,SaaS,India,Sales,42,2,0,9,0.0,0.0,3,0,45.07333333333333,1
C0758,Starter,7,Marketing,India,Paid Ads,69,1,2,26,49.0,1.0,7,0,31.81857142857143,1
C0759,Starter,32,SaaS,United Kingdom,Referral,62,1,0,15,49.0,1.0,7,2,28.704285714285714,1
C0760,Free,15,Marketing,Germany,Organic,31,1,2,6,0.0,0.0,6,0,41.585,4
C0761,Starter,46,Professional Services,India,Referral,84,1,1,19,49.0,1.0,6,1,37.156666666666666,1
C0762,Free,22,FinTech,United Kingdom,Organic,44,4,0,12,0.0,0.0,4,1,40.0275,1
C0763,Starter,8,Marketing,United Kingdom,Partner,46,2,2,10,98.0,2.0,7,2,39.26571428571429,1
C0764,Free,6,IT Services,India,Sales,48,4,1,14,0.0,0.0,2,0,22.580000000000002,4
C0765,Free,33,SaaS,United Kingdom,Paid Ads,40,3,0,12,0.0,0.0,4,0,30.295,1
C0766,Starter,24,IT Services,India,Referral,72,2,3,24,98.0,2.0,3,0,53.93333333333334,3
C0767,Starter,47,Marketing,United States,Paid Ads,112,2,2,32,98.0,2.0,3,1,34.720000000000006,1
C0768,Starter,119,Education,United States,Partner,88,2,0,28,98.0,2.0,5,1,33.722,3
C0769,Free,3,SaaS,India,Paid Ads,36,2,2,13,0.0,0.0,3,1,49.36333333333334,1
C0770,Starter,965,FinTech,India,Paid Ads,94,3,3,20,147.0,3.0,5,1,47.766,1
C0771,Free,4,FinTech,United Kingdom,Referral,18,4,1,5,0.0,0.0,4,1,37.8975,1
C0772,Business,711,SaaS,Germany,Paid Ads,198,1,4,55,199.0,1.0,2,0,21.95,4
C0773,Business,102,E-commerce,Singapore,Paid Ads,133,1,4,32,199.0,1.0,1,1,22.87,1
C0774,Starter,441,E-commerce,Germany,Organic,64,4,0,17,196.0,4.0,3,0,8.303333333333333,1
C0775,Free,4,E-commerce,India,Referral,32,2,2,8,0.0,0.0,6,1,36.11166666666667,4
C0776,Free,118,Healthcare,United Kingdom,Organic,48,3,1,11,0.0,0.0,2,0,46.755,2
C0777,Starter,4,Healthcare,United States,Paid Ads,72,4,1,18,196.0,4.0,7,3,43.574285714285715,1
C0778,Free,4,Healthcare,India,Paid Ads,27,1,0,8,0.0,0.0,3,0,31.683333333333334,4
C0779,Free,4,Professional Services,India,Paid Ads,20,4,0,7,0.0,0.0,5,1,31.401999999999997,2
C0780,Business,456,IT Services,Germany,Referral,86,4,3,20,796.0,4.0,6,1,30.11,2
C0781,Free,10,E-commerce,India,Referral,34,4,0,11,0.0,0.0,1,0,48.09,2
C0782,Free,6,SaaS,Canada,Partner,26,4,0,6,0.0,0.0,1,0,24.5,1
C0783,Business,20,Professional Services,India,Organic,210,3,1,53,597.0,3.0,1,0,51.51,2
C0784,Starter,2,Marketing,Singapore,Paid Ads,66,2,1,22,98.0,2.0,3,1,34.25,4
C0785,Starter,81,IT Services,India,Sales,106,2,1,23,98.0,2.0,3,1,47.373333333333335,1
C0786,Free,16,Healthcare,India,Paid Ads,49,1,0,11,0.0,0.0,3,0,16.55,1
C0787,Free,8,IT Services,Canada,Sales,30,1,1,7,0.0,0.0,5,1,38.815999999999995,3
C0788,Business,52,SaaS,United States,Sales,156,4,1,35,796.0,4.0,8,3,38.40625,4
C0789,Starter,189,FinTech,United States,Partner,54,3,1,12,147.0,3.0,4,0,40.4225,4
C0790,Free,1,Education,United Kingdom,Sales,40,3,1,11,0.0,0.0,4,1,44.795,2
C0791,Free,41,SaaS,United States,Paid Ads,36,1,0,8,0.0,0.0,8,3,45.27875,1
C0792,Business,34,Education,United Kingdom,Organic,156,2,5,36,398.0,2.0,3,1,26.820000000000004,4
C0793,Free,50,Healthcare,Australia,Referral,20,2,0,4,0.0,0.0,5,0,33.25,4
C0794,Free,31,Education,United States,Referral,28,4,0,7,0.0,0.0,5,1,28.619999999999997,1
C0795,Free,8,Education,United States,Paid Ads,56,1,1,17,0.0,0.0,6,1,40.535,1
C0796,Free,47,Professional Services,India,Referral,54,2,1,12,0.0,0.0,7,0,32.505714285714284,2
C0797,Starter,28,FinTech,India,Referral,87,3,1,19,147.0,3.0,4,1,43.735,4
C0798,Business,703,Marketing,United Kingdom,Organic,124,2,1,40,398.0,2.0,7,1,44.92142857142857,3
C0799,Starter,97,SaaS,United States,Paid Ads,90,3,1,26,147.0,3.0,1,0,18.04,4
C0800,Business,181,SaaS,Germany,Referral,182,3,1,39,597.0,3.0,3,0,31.573333333333334,2
C0801,Starter,28,FinTech,United Kingdom,Sales,80,4,1,20,196.0,4.0,6,0,33.23166666666666,2
C0802,Free,7,Marketing,India,Referral,42,2,0,10,0.0,0.0,5,1,48.248000000000005,4
C0803,Free,4,Healthcare,India,Sales,30,2,2,11,0.0,0.0,6,3,18.529999999999998,1
C0804,Free,47,Education,United Kingdom,Organic,28,4,1,8,0.0,0.0,3,1,19.886666666666667,1
C0805,Starter,3,FinTech,Singapore,Paid Ads,114,1,1,33,49.0,1.0,5,1,46.358,1
C0806,Business,64,E-commerce,United States,Organic,214,1,7,54,199.0,1.0,6,2,42.218333333333334,2
C0807,Free,9,E-commerce,Canada,Organic,38,1,2,15,0.0,0.0,4,1,40.3775,4
C0808,Starter,7,Education,Canada,Partner,92,1,1,21,49.0,1.0,7,2,46.77571428571429,1
C0809,Starter,41,Education,India,Paid Ads,44,1,1,6,49.0,1.0,5,5,40.088,2
C0810,Free,9,SaaS,India,Organic,32,4,1,10,0.0,0.0,6,1,38.846666666666664,4
C0811,Free,1,Professional Services,Singapore,Paid Ads,42,1,1,8,0.0,0.0,8,2,36.365,2
C0812,Starter,9,E-commerce,Canada,Paid Ads,93,3,1,17,147.0,3.0,4,2,29.5925,3
C0813,Business,139,FinTech,Germany,Partner,154,4,5,37,796.0,4.0,4,0,30.240000000000002,2
C0814,Free,36,Professional Services,India,Partner,32,4,0,6,0.0,0.0,8,1,36.5175,2
C0815,Free,22,SaaS,United Kingdom,Referral,55,1,1,14,0.0,0.0,4,2,23.23,1
C0816,Starter,40,IT Services,United States,Partner,50,2,2,11,98.0,2.0,5,0,31.692,3
C0817,Starter,18,Marketing,United States,Partner,66,2,0,15,98.0,2.0,6,3,34.875,2
C0818,Starter,44,FinTech,Canada,Sales,69,2,0,15,98.0,2.0,5,2,33.565999999999995,4
C0819,Starter,8,FinTech,Canada,Paid Ads,100,4,3,29,196.0,4.0,7,1,37.521428571428565,3
C0820,Starter,524,Marketing,United States,Referral,98,2,2,21,98.0,2.0,7,0,30.511428571428574,1
C0821,Starter,11,Healthcare,United States,Sales,44,3,0,9,147.0,3.0,3,1,47.15,4
C0822,Starter,54,FinTech,India,Sales,107,1,2,27,49.0,1.0,1,1,61.48,2
C0823,Free,4,SaaS,India,Referral,38,1,1,10,0.0,0.0,2,0,47.870000000000005,2
C0824,Starter,148,Marketing,United States,Organic,50,4,1,8,196.0,4.0,8,2,22.89,3
C0825,Business,199,E-commerce,Australia,Paid Ads,138,3,6,31,597.0,3.0,6,2,37.96666666666667,1
C0826,Free,2,SaaS,India,Organic,52,4,3,9,0.0,0.0,2,1,37.09,2
C0827,Starter,6,SaaS,United States,Paid Ads,40,1,1,9,49.0,1.0,2,1,19.91,4
C0828,Business,571,Marketing,India,Organic,120,2,1,25,398.0,2.0,3,0,30.28,3
C0829,Free,10,SaaS,Germany,Sales,42,2,0,6,0.0,0.0,7,2,50.51714285714286,3
C0830,Free,5,FinTech,United Kingdom,Organic,28,2,0,4,0.0,0.0,1,0,62.18,1
