customer_id,signup_date,country,industry,company_size,plan,acquisition_channel
C0949,2026-03-14,India,Healthcare,17,Starter,Organic
C0950,2026-03-26,India,Healthcare,17,Starter,Referral
C0951,2026-01-04,India,SaaS,15,Starter,Paid Ads
C0952,2026-01-11,India,Professional Services,41,Free,Paid Ads
C0953,2026-03-24,India,FinTech,46,Business,Organic
C0954,2026-02-24,United States,Healthcare,14,Starter,Referral
C0955,2026-01-18,United Kingdom,Professional Services,12,Free,Referral
C0956,2026-04-21,India,Healthcare,36,Free,Referral
C0957,2026-03-01,United States,IT Services,9,Free,Sales
C0958,2026-01-24,United States,IT Services,72,Starter,Referral
C0959,2026-01-07,United Kingdom,SaaS,77,Starter,Referral
C0960,2026-02-03,Germany,Marketing,27,Business,Organic
C0961,2026-02-18,United States,E-commerce,10,Free,Paid Ads
C0962,2026-02-11,United States,SaaS,90,Business,Referral
C0963,2026-01-28,United States,FinTech,16,Starter,Partner
C0964,2026-02-28,Canada,Education,35,Starter,Sales
C0965,2026-02-11,India,Marketing,30,Starter,Organic
C0966,2026-02-13,United Kingdom,SaaS,4,Free,Referral
C0967,2026-04-08,United States,SaaS,114,Starter,Partner
C0968,2026-04-23,United States,FinTech,5,Free,Sales
C0969,2026-02-18,United Kingdom,FinTech,8,Free,Sales
C0970,2026-02-05,India,IT Services,3,Free,Sales
C0971,2026-04-07,India,E-commerce,19,Starter,Referral
C0972,2026-04-17,Australia,SaaS,44,Starter,Organic
C0973,2026-02-23,United Kingdom,Education,3,Free,Organic
C0974,2026-02-02,United States,Education,58,Business,Paid Ads
C0975,2026-04-17,India,E-commerce,1,Free,Organic
C0976,2026-01-11,India,SaaS,33,Starter,Referral
C0977,2026-03-02,United States,Marketing,31,Starter,Partner
C0978,2026-01-03,India,Marketing,8,Starter,Partner
C0979,2026-04-06,Germany,E-commerce,40,Starter,Paid Ads
C0980,2026-03-11,India,Marketing,9,Free,Sales
C0981,2026-01-07,India,Education,479,Business,Sales
C0982,2026-02-14,United States,IT Services,46,Business,Referral
C0983,2026-01-29,India,E-commerce,8,Free,Partner
C0984,2026-03-25,United States,E-commerce,19,Free,Organic
C0985,2026-01-09,India,Healthcare,9,Free,Organic
C0986,2026-04-10,India,IT Services,22,Business,Organic
C0987,2026-03-25,India,IT Services,167,Starter,Referral
C0988,2026-01-06,India,SaaS,195,Starter,Organic
C0989,2026-04-07,India,Professional Services,646,Business,Organic
C0990,2026-01-04,Singapore,Education,44,Starter,Organic
C0991,2026-02-01,India,Education,187,Starter,Organic
C0992,2026-01-26,India,IT Services,30,Starter,Partner
C0993,2026-04-18,United States,Marketing,33,Free,Paid Ads
C0994,2026-01-03,Germany,E-commerce,41,Starter,Paid Ads
C0995,2026-03-21,India,Professional Services,9,Free,Sales
C0996,2026-01-20,Canada,IT Services,109,Starter,Paid Ads
C0997,2026-01-31,United Kingdom,E-commerce,73,Business,Sales
C0998,2026-01-17,India,FinTech,164,Starter,Organic
C0999,2026-03-02,United States,FinTech,5,Free,Organic
C1000,2026-03-27,United Kingdom,Healthcare,144,Free,Organic
