lead_id,company_size,industry,source,plan_interest,sales_stage,deal_value,outcome,converted_customer_id
L000849,568,E-commerce,Referral,Business,Qualified,17715,Lost,
L000850,484,SaaS,Partner,Business,Negotiation,3248,In Progress,
L000851,750,E-commerce,Website,Business,Negotiation,12062,Lost,
L000852,984,IT Services,Paid Ads,Business,Qualified,5374,Converted,C0309
L000853,921,E-commerce,Referral,Business,Demo,5736,Lost,
L000854,121,IT Services,Outbound,Starter,Demo,6314,Converted,C0479
L000855,223,SaaS,Referral,Business,Qualified,18708,Converted,C0353
L000856,265,E-commerce,Referral,Business,New,18837,In Progress,
L000857,720,Marketing,Outbound,Business,Demo,5572,Lost,
L000858,37,Marketing,Website,Starter,New,11842,In Progress,
L000859,202,Marketing,Paid Ads,Business,Demo,17927,In Progress,
L000860,486,Education,Outbound,Business,New,4585,Lost,
L000861,57,Education,Paid Ads,Starter,Qualified,16045,In Progress,
L000862,474,SaaS,Website,Business,Qualified,17617,Converted,C0945
L000863,144,SaaS,Partner,Starter,Negotiation,6401,Lost,
L000864,896,Professional Services,Website,Business,Qualified,7380,Lost,
L000865,883,Professional Services,Website,Business,Negotiation,3106,In Progress,
L000866,303,E-commerce,Partner,Business,Demo,5517,Converted,C0603
L000867,69,Marketing,Paid Ads,Business,New,10327,Converted,C0126
L000868,710,IT Services,Partner,Business,Proposal,12860,Converted,C0590
L000869,148,Marketing,Paid Ads,Starter,Demo,6757,In Progress,
L000870,31,IT Services,Website,Free,Proposal,11043,In Progress,
L000871,19,Professional Services,Outbound,Free,Demo,5054,In Progress,
L000872,521,FinTech,Outbound,Business,Negotiation,14638,Lost,
L000873,474,FinTech,Outbound,Business,Negotiation,8014,In Progress,
L000874,706,Professional Services,Referral,Starter,New,12329,Lost,
L000875,884,E-commerce,Outbound,Business,Negotiation,632,Lost,
L000876,726,FinTech,Referral,Business,New,12079,In Progress,
L000877,479,SaaS,Partner,Business,Qualified,8067,Converted,C0253
L000878,867,Marketing,Website,Business,Demo,18855,Converted,C0108
L000879,752,Professional Services,Referral,Business,Demo,12006,In Progress,
L000880,471,Marketing,Paid Ads,Business,New,15388,In Progress,
L000881,17,Healthcare,Outbound,Free,Proposal,4050,Converted,C0671
L000882,929,E-commerce,Website,Business,Proposal,14185,In Progress,
L000883,522,Education,Website,Starter,Proposal,6652,Lost,
L000884,67,Healthcare,Partner,Business,Demo,17374,Lost,
L000885,248,Marketing,Referral,Business,Qualified,7128,Lost,
L000886,503,Healthcare,Referral,Starter,Proposal,5251,In Progress,
L000887,411,Professional Services,Partner,Business,Qualified,6931,Lost,
L000888,196,IT Services,Referral,Starter,Negotiation,14537,Lost,
L000889,640,Education,Outbound,Business,Proposal,11949,In Progress,
L000890,964,FinTech,Referral,Starter,Negotiation,10070,Converted,C0132
L000891,798,IT Services,Partner,Business,Proposal,4539,Converted,C0964
L000892,179,IT Services,Paid Ads,Starter,Demo,3955,Converted,C0181
L000893,17,Healthcare,Website,Starter,New,12849,Lost,
L000894,968,IT Services,Paid Ads,Business,New,5614,In Progress,
L000895,166,Healthcare,Paid Ads,Business,Qualified,17186,Converted,C0378
L000896,742,FinTech,Website,Business,Negotiation,1137,Converted,C0736
L000897,470,E-commerce,Partner,Business,Demo,15820,In Progress,
L000898,943,Education,Website,Business,Proposal,855,Lost,
L000899,854,FinTech,Paid Ads,Business,Demo,19377,In Progress,
L000900,825,Marketing,Outbound,Business,Negotiation,15116,In Progress,
L000901,627,Marketing,Partner,Business,Demo,10223,Lost,
L000902,501,Healthcare,Referral,Business,Qualified,9460,Lost,
L000903,602,Education,Partner,Business,Negotiation,16396,Lost,
L000904,983,Healthcare,Paid Ads,Business,Demo,15188,Converted,C0399
L000905,648,Education,Paid Ads,Starter,Proposal,3371,Converted,C0485
L000906,713,E-commerce,Referral,Business,Proposal,16646,In Progress,
L000907,151,Education,Partner,Business,Demo,4304,In Progress,
L000908,785,E-commerce,Website,Starter,New,16359,Converted,C0014
L000909,488,Marketing,Outbound,Starter,Demo,11987,Converted,C0266
L000910,616,Healthcare,Referral,Business,Demo,19187,Converted,C0932
L000911,691,Education,Website,Business,Qualified,2250,Converted,C0062
L000912,341,Professional Services,Partner,Business,Demo,7569,Lost,
L000913,538,FinTech,Paid Ads,Starter,Negotiation,17375,Lost,
L000914,539,Healthcare,Paid Ads,Business,Qualified,8320,Converted,C0950
L000915,570,E-commerce,Referral,Business,Demo,18167,Converted,C0896
L000916,632,E-commerce,Referral,Business,Qualified,17812,Converted,C0643
L000917,556,Healthcare,Website,Business,New,9269,Lost,
L000918,723,E-commerce,Paid Ads,Business,Negotiation,9228,Converted,C0452
L000919,586,Professional Services,Referral,Business,New,1717,Lost,
L000920,618,IT Services,Referral,Starter,Demo,4550,In Progress,
L000921,795,Professional Services,Referral,Business,Proposal,18588,Converted,C0848
L000922,751,SaaS,Partner,Business,Qualified,820,Converted,C0711
L000923,632,FinTech,Paid Ads,Business,Proposal,3442,Lost,
L000924,893,Healthcare,Referral,Business,Qualified,10689,In Progress,
L000925,628,Professional Services,Referral,Business,Proposal,10439,In Progress,
L000926,899,Marketing,Referral,Business,Qualified,16514,Converted,C0580
L000927,974,Healthcare,Website,Starter,Demo,4977,Converted,C0222
L000928,410,E-commerce,Website,Starter,Qualified,18318,Converted,C0183
L000929,463,FinTech,Referral,Starter,New,17469,Converted,C0123
L000930,968,Education,Outbound,Business,Proposal,11561,Converted,C0494
L000931,966,SaaS,Partner,Business,Demo,6130,Lost,
L000932,911,IT Services,Website,Starter,Negotiation,18110,In Progress,
L000933,344,Professional Services,Outbound,Business,New,12762,In Progress,
L000934,74,Professional Services,Paid Ads,Business,New,13168,Converted,C0499
L000935,540,FinTech,Partner,Business,New,1705,In Progress,
L000936,549,Professional Services,Paid Ads,Starter,New,5316,Lost,
L000937,414,Education,Paid Ads,Starter,New,7910,Converted,C0772
L000938,92,Marketing,Referral,Business,Demo,11790,Converted,C0084
L000939,572,FinTech,Outbound,Business,Qualified,17979,In Progress,
L000940,349,FinTech,Paid Ads,Business,New,19450,Converted,C0628
L000941,185,FinTech,Website,Business,Demo,10699,Lost,
L000942,569,Education,Referral,Business,Qualified,6052,In Progress,
L000943,791,E-commerce,Outbound,Business,New,14639,Converted,C0220
L000944,556,SaaS,Outbound,Starter,Demo,9200,In Progress,
L000945,209,Healthcare,Partner,Business,Qualified,8476,In Progress,
L000946,495,FinTech,Partner,Business,Demo,9682,Converted,C0749
L000947,519,FinTech,Outbound,Business,Proposal,8743,Lost,
L000948,109,E-commerce,Referral,Starter,Proposal,7547,Lost,
L000949,411,Marketing,Website,Business,Demo,15558,Converted,C0227
L000950,302,Marketing,Referral,Business,Negotiation,17753,In Progress,
L000951,886,Marketing,Partner,Business,New,6084,Lost,
L000952,295,SaaS,Partner,Business,Qualified,12556,In Progress,
L000953,507,FinTech,Website,Business,Negotiation,8769,Converted,C0312
L000954,320,E-commerce,Referral,Business,Negotiation,17705,Converted,C0853
L000955,759,SaaS,Website,Business,Negotiation,8342,Lost,
L000956,329,Healthcare,Outbound,Starter,Negotiation,11656,Lost,
L000957,428,IT Services,Website,Starter,Negotiation,4417,In Progress,
L000958,822,E-commerce,Referral,Business,Qualified,6405,Lost,
L000959,237,E-commerce,Website,Business,Demo,18964,In Progress,
L000960,971,IT Services,Referral,Starter,New,17749,Lost,
L000961,962,FinTech,Referral,Business,Demo,14031,Converted,C0966
L000962,127,Professional Services,Website,Business,New,5083,Converted,C0225
L000963,199,FinTech,Partner,Business,Proposal,5804,Lost,
L000964,830,Healthcare,Outbound,Starter,Demo,9444,Converted,C0041
L000965,218,SaaS,Referral,Starter,New,767,In Progress,
L000966,353,Healthcare,Outbound,Business,Demo,14740,In Progress,
L000967,26,FinTech,Paid Ads,Starter,Qualified,8192,Lost,
L000968,318,IT Services,Referral,Starter,Negotiation,4284,In Progress,
L000969,169,SaaS,Outbound,Business,New,15598,Lost,
L000970,950,Marketing,Partner,Starter,New,17169,Lost,
L000971,91,SaaS,Referral,Starter,Proposal,10646,Lost,
L000972,436,Healthcare,Referral,Business,New,5931,Lost,
L000973,136,Professional Services,Paid Ads,Business,Qualified,1056,Converted,C0143
L000974,654,SaaS,Outbound,Starter,New,16996,Converted,C0621
L000975,160,Professional Services,Outbound,Starter,Qualified,5761,Converted,C0303
L000976,7,SaaS,Outbound,Free,New,14797,Converted,C0561
L000977,341,IT Services,Outbound,Business,New,3354,In Progress,
L000978,142,FinTech,Partner,Starter,New,2228,Lost,
L000979,203,E-commerce,Website,Business,Negotiation,13543,In Progress,
L000980,202,Marketing,Partner,Starter,Negotiation,2243,Lost,
L000981,540,E-commerce,Paid Ads,Business,New,19992,In Progress,
L000982,182,SaaS,Partner,Business,Proposal,2652,In Progress,
L000983,826,IT Services,Referral,Business,New,11711,Converted,C0245
L000984,644,Marketing,Outbound,Business,Proposal,14734,Lost,
L000985,458,Marketing,Outbound,Business,Qualified,11133,In Progress,
L000986,5,IT Services,Outbound,Free,Proposal,11225,Lost,
L000987,507,Professional Services,Website,Business,New,10564,Converted,C0666
L000988,947,Healthcare,Paid Ads,Business,Demo,12606,Lost,
L000989,912,Education,Outbound,Business,Negotiation,17157,Converted,C0943
L000990,982,Professional Services,Referral,Business,Negotiation,9041,Lost,
L000991,461,Education,Referral,Business,Demo,18838,Converted,C0956
L000992,339,E-commerce,Outbound,Business,Qualified,16204,In Progress,
L000993,614,Marketing,Outbound,Business,Proposal,19790,Converted,C0992
L000994,394,Marketing,Partner,Business,Proposal,3987,In Progress,
L000995,585,Education,Website,Business,New,16769,Converted,C0677
L000996,417,Professional Services,Referral,Starter,Proposal,7881,Lost,
L000997,705,IT Services,Referral,Starter,New,16354,Converted,C0254
L000998,229,FinTech,Website,Starter,Demo,4381,Lost,
L000999,509,SaaS,Website,Business,Negotiation,10029,Converted,C0090
L001000,198,SaaS,Partner,Starter,Qualified,2438,Lost,
L001001,871,Education,Referral,Business,Proposal,10484,Converted,C0869
L001002,336,IT Services,Website,Business,Negotiation,13423,In Progress,
L001003,954,Healthcare,Paid Ads,Business,Negotiation,17397,Lost,
L001004,517,Professional Services,Website,Starter,New,7388,Lost,
L001005,803,Education,Outbound,Business,Negotiation,5172,Converted,C0139
L001006,780,E-commerce,Website,Business,Negotiation,2128,Converted,C0310
L001007,903,FinTech,Website,Business,Qualified,4083,In Progress,
L001008,872,Education,Referral,Starter,Qualified,9499,Lost,
L001009,410,Healthcare,Referral,Business,Negotiation,4483,Converted,C0863
L001010,930,IT Services,Outbound,Business,Qualified,7308,In Progress,
L001011,835,E-commerce,Referral,Business,Negotiation,6390,Converted,C0243
L001012,549,FinTech,Paid Ads,Business,Proposal,12984,In Progress,
L001013,223,Marketing,Outbound,Starter,Proposal,9087,In Progress,
L001014,799,E-commerce,Referral,Business,Proposal,3233,Lost,
L001015,612,Healthcare,Outbound,Business,Qualified,17983,Lost,
L001016,842,Healthcare,Outbound,Business,Proposal,6938,In Progress,
L001017,46,E-commerce,Partner,Free,New,13993,In Progress,
L001018,709,SaaS,Partner,Business,New,8875,In Progress,
L001019,600,Healthcare,Referral,Business,Negotiation,17874,Converted,C0150
L001020,350,SaaS,Partner,Business,Proposal,18760,In Progress,
L001021,693,Healthcare,Website,Business,Proposal,11943,In Progress,
L001022,152,Marketing,Paid Ads,Starter,Negotiation,14426,Lost,
L001023,729,Marketing,Outbound,Starter,Demo,18310,Converted,C0653
L001024,33,E-commerce,Referral,Starter,Demo,17902,In Progress,
L001025,925,Education,Paid Ads,Business,New,10767,In Progress,
L001026,163,FinTech,Outbound,Starter,New,19540,Lost,
L001027,778,Marketing,Referral,Business,Qualified,11339,Lost,
L001028,351,Marketing,Outbound,Business,Qualified,19666,Lost,
L001029,196,Professional Services,Website,Starter,Negotiation,2407,In Progress,
L001030,336,IT Services,Paid Ads,Business,Negotiation,12572,Lost,
L001031,310,Healthcare,Referral,Business,Qualified,9454,Lost,
L001032,125,Marketing,Outbound,Starter,Demo,18799,In Progress,
L001033,799,Education,Outbound,Business,Negotiation,19861,In Progress,
L001034,524,Professional Services,Outbound,Business,Negotiation,8355,Lost,
L001035,651,E-commerce,Paid Ads,Starter,Demo,15627,Converted,C0527
L001036,382,FinTech,Referral,Business,New,11067,Converted,C0877
L001037,869,E-commerce,Referral,Business,Negotiation,19108,Converted,C0614
L001038,376,IT Services,Website,Starter,Demo,7429,Converted,C0390
L001039,724,Education,Outbound,Starter,Proposal,1424,Converted,C0453
L001040,565,Marketing,Outbound,Business,Demo,7137,Lost,
L001041,294,Marketing,Outbound,Business,New,13443,Lost,
L001042,237,IT Services,Website,Business,Qualified,7350,Lost,
L001043,780,Education,Partner,Business,Qualified,7698,In Progress,
L001044,949,SaaS,Partner,Starter,New,16234,In Progress,
L001045,257,SaaS,Outbound,Business,Negotiation,19973,Converted,C0964
L001046,32,Professional Services,Paid Ads,Free,Proposal,5919,Converted,C0399
L001047,90,Education,Referral,Starter,Qualified,5149,Lost,
L001048,758,SaaS,Partner,Business,Demo,16545,Converted,C0295
L001049,414,FinTech,Website,Business,Negotiation,6264,Lost,
L001050,175,Professional Services,Website,Starter,Negotiation,7594,Converted,C0135
L001051,581,FinTech,Paid Ads,Business,Negotiation,18445,In Progress,
L001052,717,E-commerce,Partner,Business,Qualified,5305,In Progress,
L001053,339,Professional Services,Website,Business,Negotiation,10491,Converted,C0310
L001054,624,IT Services,Website,Business,Negotiation,18791,Lost,
L001055,509,FinTech,Referral,Starter,Qualified,9007,In Progress,
L001056,610,Education,Partner,Business,Qualified,2781,Lost,
L001057,699,Marketing,Referral,Business,New,1199,Converted,C0832
L001058,380,E-commerce,Paid Ads,Starter,New,12032,Lost,
L001059,262,Healthcare,Partner,Starter,Demo,3764,Converted,C0361
L001060,850,Healthcare,Paid Ads,Business,Negotiation,6457,In Progress,
L001061,636,IT Services,Referral,Starter,Negotiation,17701,Lost,
L001062,688,Education,Referral,Business,Qualified,5078,Converted,C0961
L001063,208,Healthcare,Partner,Starter,Negotiation,4566,Lost,
L001064,641,Education,Outbound,Business,New,2433,In Progress,
L001065,958,FinTech,Outbound,Starter,Proposal,7114,Converted,C0928
L001066,507,E-commerce,Referral,Starter,New,13287,In Progress,
L001067,834,Marketing,Website,Business,Demo,17981,Lost,
L001068,931,FinTech,Partner,Business,Negotiation,15948,In Progress,
L001069,482,Marketing,Partner,Business,Negotiation,10312,In Progress,
L001070,105,Marketing,Referral,Starter,Negotiation,12768,Lost,
L001071,12,Education,Partner,Starter,Qualified,1429,Converted,C0107
L001072,64,IT Services,Referral,Starter,Demo,19180,Lost,
L001073,145,Marketing,Outbound,Business,Negotiation,7752,Lost,
L001074,753,Professional Services,Paid Ads,Business,Qualified,1197,In Progress,
L001075,389,Healthcare,Website,Starter,Demo,17406,In Progress,
L001076,514,Education,Website,Business,Demo,10072,Lost,
L001077,620,Professional Services,Website,Business,Negotiation,1935,In Progress,
L001078,446,E-commerce,Referral,Business,Proposal,16156,Converted,C0570
L001079,886,FinTech,Partner,Business,New,13233,In Progress,
L001080,580,Marketing,Referral,Starter,Qualified,17054,Lost,
L001081,192,IT Services,Paid Ads,Business,Negotiation,16294,Lost,
L001082,296,Professional Services,Referral,Starter,New,624,In Progress,
L001083,879,E-commerce,Paid Ads,Starter,New,13780,In Progress,
L001084,875,Education,Website,Business,Negotiation,1767,Converted,C0998
L001085,43,Healthcare,Partner,Free,Proposal,19190,Converted,C0009
L001086,509,FinTech,Partner,Business,Demo,16665,Lost,
L001087,900,Marketing,Outbound,Business,Negotiation,6504,In Progress,
L001088,270,Marketing,Partner,Starter,Qualified,2729,Converted,C0657
L001089,735,IT Services,Referral,Business,Proposal,7327,In Progress,
L001090,302,Professional Services,Paid Ads,Business,New,18245,Converted,C0355
L001091,451,Professional Services,Paid Ads,Starter,New,4246,Converted,C0778
L001092,606,IT Services,Referral,Business,Demo,8011,Converted,C0708
L001093,429,FinTech,Website,Starter,Demo,13218,Converted,C0089
L001094,674,Healthcare,Outbound,Starter,Proposal,13202,Converted,C0680
L001095,356,FinTech,Referral,Business,Demo,19094,In Progress,
L001096,921,Education,Outbound,Starter,Negotiation,8940,Converted,C0116
L001097,621,SaaS,Paid Ads,Business,Demo,19610,Converted,C0587
L001098,915,E-commerce,Website,Starter,New,11083,Converted,C0227
L001099,818,SaaS,Partner,Business,New,7963,Lost,
L001100,702,Professional Services,Referral,Business,Proposal,13574,Converted,C0614
L001101,220,IT Services,Outbound,Starter,Proposal,1154,In Progress,
L001102,881,Marketing,Referral,Business,Negotiation,4274,Converted,C0244
L001103,946,IT Services,Outbound,Starter,Qualified,5875,In Progress,
L001104,816,Healthcare,Paid Ads,Business,Proposal,11797,In Progress,
L001105,812,Healthcare,Outbound,Business,Demo,3586,In Progress,
L001106,405,IT Services,Paid Ads,Business,New,14665,Lost,
L001107,17,Marketing,Paid Ads,Business,Negotiation,12738,In Progress,
L001108,442,Healthcare,Website,Business,Negotiation,2219,Converted,C0372
L001109,988,Healthcare,Referral,Starter,New,18438,In Progress,
L001110,747,SaaS,Partner,Business,Qualified,2135,In Progress,
L001111,827,SaaS,Website,Business,Qualified,7249,In Progress,
L001112,5,Healthcare,Website,Free,Negotiation,10238,In Progress,
L001113,803,Education,Website,Business,New,6698,Lost,
L001114,475,FinTech,Partner,Business,Negotiation,8178,Lost,
L001115,57,Education,Website,Starter,Demo,3487,In Progress,
L001116,862,SaaS,Partner,Business,New,17056,Converted,C0497
L001117,367,Education,Partner,Business,Demo,12880,Lost,
L001118,821,Healthcare,Partner,Business,Demo,18181,Lost,
L001119,354,Healthcare,Partner,Business,New,9998,Lost,
L001120,876,Professional Services,Referral,Business,Negotiation,1675,Lost,
L001121,340,IT Services,Paid Ads,Starter,New,18525,In Progress,
L001122,726,FinTech,Paid Ads,Starter,Qualified,19270,Lost,
L001123,723,Healthcare,Referral,Starter,Proposal,3458,In Progress,
L001124,257,Professional Services,Outbound,Business,Qualified,3565,In Progress,
L001125,437,SaaS,Paid Ads,Business,Negotiation,3509,In Progress,
L001126,993,Healthcare,Paid Ads,Business,Proposal,780,In Progress,
L001127,863,SaaS,Outbound,Business,Negotiation,16739,Lost,
L001128,290,E-commerce,Referral,Business,Qualified,13062,Converted,C0996
L001129,576,Marketing,Referral,Business,Qualified,5717,Lost,
L001130,310,Healthcare,Referral,Starter,Demo,11682,In Progress,
L001131,989,Professional Services,Partner,Business,Negotiation,9801,In Progress,
L001132,83,E-commerce,Referral,Business,Demo,19116,Converted,C0760
L001133,541,IT Services,Website,Business,Demo,14483,Converted,C0859
L001134,192,Professional Services,Website,Starter,New,4400,In Progress,
L001135,827,Professional Services,Paid Ads,Business,New,3303,Converted,C0922
L001136,801,FinTech,Paid Ads,Business,Demo,10946,Converted,C0139
L001137,458,SaaS,Partner,Starter,Qualified,12363,Lost,
L001138,929,Education,Referral,Starter,Qualified,2885,Lost,
L001139,79,Healthcare,Paid Ads,Business,Negotiation,16221,In Progress,
L001140,16,FinTech,Outbound,Business,Proposal,9990,In Progress,
L001141,216,Professional Services,Partner,Business,Qualified,17202,Lost,
L001142,90,E-commerce,Paid Ads,Business,New,12692,Converted,C0531
L001143,792,E-commerce,Website,Business,Negotiation,13192,In Progress,
L001144,452,Marketing,Referral,Business,Qualified,19640,Converted,C0426
L001145,900,Marketing,Partner,Starter,Demo,2692,In Progress,
L001146,408,FinTech,Outbound,Business,Proposal,13579,Converted,C0179
L001147,188,IT Services,Paid Ads,Business,Qualified,19090,Converted,C0455
L001148,493,FinTech,Outbound,Business,Demo,17056,In Progress,
L001149,355,Professional Services,Partner,Business,Negotiation,3362,Converted,C0273
L001150,476,SaaS,Outbound,Business,Proposal,8080,Lost,
L001151,162,Marketing,Website,Business,Proposal,15850,In Progress,
L001152,331,Education,Paid Ads,Business,Negotiation,1157,In Progress,
L001153,479,SaaS,Referral,Business,Qualified,16262,Lost,
L001154,351,IT Services,Website,Business,New,19446,In Progress,
L001155,422,Marketing,Outbound,Business,Qualified,18063,Lost,
L001156,556,Marketing,Website,Business,Qualified,11368,In Progress,
L001157,674,IT Services,Partner,Business,Proposal,3125,Converted,C0309
L001158,45,Education,Website,Free,Qualified,18399,In Progress,
L001159,871,Professional Services,Outbound,Business,Proposal,3435,In Progress,
L001160,873,SaaS,Referral,Business,New,11560,Converted,C0246
L001161,16,Marketing,Outbound,Starter,Proposal,18749,In Progress,
L001162,121,Professional Services,Referral,Starter,Proposal,3845,In Progress,
L001163,190,FinTech,Outbound,Starter,Proposal,17682,Lost,
L001164,370,Education,Outbound,Business,Qualified,14881,In Progress,
L001165,755,IT Services,Website,Starter,Negotiation,7161,In Progress,
L001166,730,Education,Outbound,Starter,Proposal,3972,Converted,C0873
L001167,606,IT Services,Paid Ads,Business,Proposal,17739,Lost,
L001168,547,Healthcare,Website,Business,Proposal,9756,In Progress,
L001169,135,Marketing,Partner,Business,Negotiation,2198,In Progress,
L001170,672,Healthcare,Outbound,Business,Qualified,1644,In Progress,
L001171,755,IT Services,Referral,Starter,Negotiation,9920,Converted,C0449
L001172,801,Professional Services,Website,Business,Proposal,7201,In Progress,
L001173,49,FinTech,Referral,Starter,New,18503,In Progress,
L001174,680,Healthcare,Referral,Business,New,6434,In Progress,
L001175,153,FinTech,Outbound,Starter,Demo,2847,Converted,C0377
L001176,1000,IT Services,Referral,Business,New,14281,In Progress,
L001177,863,IT Services,Partner,Business,New,14221,Converted,C0279
L001178,376,Marketing,Referral,Business,Negotiation,5501,Converted,C0181
L001179,982,Marketing,Outbound,Business,New,14723,Converted,C0771
L001180,440,Education,Website,Business,Demo,10178,Lost,
L001181,774,Education,Referral,Business,New,10054,Lost,
L001182,178,E-commerce,Outbound,Business,Proposal,3072,Converted,C0416
L001183,130,Professional Services,Outbound,Business,Demo,11507,In Progress,
L001184,284,Education,Partner,Starter,Negotiation,15208,Converted,C0980
L001185,852,Education,Outbound,Business,Proposal,16575,In Progress,
L001186,224,IT Services,Website,Business,Proposal,4011,Converted,C0723
L001187,6,SaaS,Referral,Starter,New,10591,Lost,
L001188,634,E-commerce,Referral,Business,New,7751,Lost,
L001189,632,Professional Services,Paid Ads,Starter,Qualified,4034,Converted,C0715
L001190,744,Healthcare,Outbound,Starter,New,2097,Lost,
L001191,943,SaaS,Website,Business,Demo,5208,In Progress,
L001192,703,Marketing,Website,Business,Demo,13483,In Progress,
L001193,437,Education,Website,Business,Negotiation,18821,Lost,
L001194,685,FinTech,Outbound,Starter,Demo,19891,Converted,C0707
L001195,699,Healthcare,Paid Ads,Business,New,1369,Lost,
L001196,373,FinTech,Partner,Business,Qualified,15858,Lost,
L001197,396,IT Services,Paid Ads,Business,Negotiation,15446,Converted,C0516
L001198,377,FinTech,Website,Business,Negotiation,14639,Converted,C0409
L001199,927,E-commerce,Website,Business,Qualified,14220,In Progress,
L001200,790,Professional Services,Website,Business,Demo,7433,Lost,
L001201,265,Healthcare,Referral,Starter,Negotiation,3033,Converted,C0341
L001202,268,FinTech,Referral,Business,Negotiation,17181,Converted,C0260
L001203,560,Professional Services,Outbound,Business,Qualified,13496,In Progress,
L001204,505,IT Services,Website,Business,Demo,11135,Lost,
L001205,815,Professional Services,Paid Ads,Starter,New,4366,In Progress,
L001206,715,Professional Services,Partner,Business,New,16143,Converted,C0098
L001207,64,E-commerce,Outbound,Business,Demo,14255,Lost,
L001208,128,E-commerce,Outbound,Starter,New,4384,Converted,C0568
L001209,313,Marketing,Paid Ads,Business,Negotiation,18700,In Progress,
L001210,647,Marketing,Website,Starter,Qualified,14350,Lost,
L001211,465,Education,Website,Starter,Demo,9612,In Progress,
L001212,146,E-commerce,Outbound,Starter,New,10789,In Progress,
L001213,347,Healthcare,Website,Business,Proposal,6538,Converted,C0113
L001214,968,Education,Referral,Business,Demo,13732,Converted,C0965
L001215,622,SaaS,Partner,Starter,Demo,676,Converted,C0335
L001216,863,FinTech,Paid Ads,Starter,Proposal,3476,Converted,C0030
L001217,977,Professional Services,Paid Ads,Business,Negotiation,9608,Converted,C0210
L001218,483,SaaS,Website,Starter,Proposal,19797,Converted,C0760
L001219,75,Education,Paid Ads,Business,Qualified,18653,Lost,
L001220,522,Marketing,Paid Ads,Business,Demo,5365,Converted,C0006
L001221,631,SaaS,Referral,Business,Demo,7522,Converted,C0643
L001222,520,Education,Website,Starter,New,13082,Converted,C0143
L001223,335,E-commerce,Paid Ads,Business,New,15151,Converted,C0155
L001224,997,Healthcare,Referral,Business,Proposal,9365,Converted,C0528
L001225,599,IT Services,Outbound,Business,Demo,16920,Lost,
L001226,502,Professional Services,Paid Ads,Business,Demo,19207,In Progress,
L001227,437,Education,Outbound,Business,Negotiation,8051,Lost,
L001228,483,Marketing,Partner,Business,New,18987,In Progress,
L001229,192,IT Services,Referral,Starter,Proposal,11192,Lost,
L001230,859,Education,Outbound,Business,Demo,9491,Lost,
L001231,818,SaaS,Referral,Business,Qualified,10946,In Progress,
L001232,768,Education,Outbound,Business,Qualified,11360,In Progress,
L001233,160,SaaS,Outbound,Business,Proposal,18560,Lost,
L001234,843,Healthcare,Referral,Business,Proposal,9652,Converted,C0049
L001235,97,E-commerce,Referral,Business,Negotiation,14945,Converted,C0288
L001236,894,Professional Services,Paid Ads,Business,Qualified,5291,Lost,
L001237,746,E-commerce,Website,Starter,Negotiation,3081,In Progress,
L001238,858,Education,Outbound,Starter,New,10514,Converted,C0210
L001239,621,Education,Referral,Business,Negotiation,6822,Converted,C0607
L001240,421,E-commerce,Paid Ads,Starter,Negotiation,8621,Lost,
L001241,635,E-commerce,Website,Business,Proposal,1878,Converted,C0437
L001242,932,IT Services,Outbound,Business,Demo,11021,Lost,
L001243,868,IT Services,Partner,Business,Negotiation,5642,In Progress,
L001244,972,Marketing,Referral,Starter,Proposal,19014,Converted,C0394
L001245,359,Healthcare,Referral,Business,New,9145,Converted,C0728
L001246,509,Marketing,Website,Business,Demo,8507,Converted,C0340
L001247,58,Professional Services,Partner,Business,Demo,11828,Lost,
L001248,988,FinTech,Website,Business,Negotiation,7580,In Progress,
L001249,346,Education,Referral,Business,Negotiation,12114,Lost,
L001250,943,IT Services,Partner,Business,Qualified,2945,Lost,
L001251,812,Healthcare,Paid Ads,Starter,Proposal,2209,Lost,
L001252,771,Professional Services,Paid Ads,Starter,Qualified,16539,Converted,C0495
L001253,228,Healthcare,Referral,Business,New,10075,In Progress,
L001254,341,E-commerce,Outbound,Business,Demo,16744,Lost,
L001255,469,Education,Paid Ads,Business,Demo,9326,Lost,
L001256,892,FinTech,Outbound,Starter,New,18573,Converted,C0937
L001257,60,FinTech,Website,Starter,Qualified,10786,In Progress,
L001258,157,Education,Partner,Business,New,19344,Converted,C0589
L001259,894,Professional Services,Website,Business,Qualified,11015,In Progress,
L001260,107,Healthcare,Website,Business,Proposal,9633,Converted,C0146
L001261,118,FinTech,Outbound,Business,Qualified,14872,Lost,
L001262,89,Education,Website,Business,Demo,5165,Lost,
L001263,400,Healthcare,Referral,Business,Qualified,10488,In Progress,
L001264,995,Professional Services,Outbound,Starter,Demo,3111,In Progress,
L001265,659,FinTech,Partner,Business,Proposal,10123,Converted,C0913
L001266,933,IT Services,Paid Ads,Business,Negotiation,15296,In Progress,
L001267,535,SaaS,Partner,Business,Negotiation,19744,In Progress,
L001268,904,Marketing,Paid Ads,Starter,Qualified,13400,Converted,C0422
L001269,850,SaaS,Paid Ads,Starter,Negotiation,17684,Converted,C0638
L001270,53,E-commerce,Partner,Starter,Negotiation,4207,Converted,C0110
L001271,885,SaaS,Partner,Business,Proposal,5632,In Progress,
L001272,619,Marketing,Website,Starter,Negotiation,2293,Converted,C0330
L001273,540,Marketing,Website,Starter,Negotiation,7250,Lost,
L001274,101,E-commerce,Paid Ads,Business,Demo,13130,In Progress,
