ticket_id,customer_id,timestamp,message,category,resolution_time,resolved
ST001848,C0404,2026-03-30 03:28:51,Our integration stopped working.,Integration,57.46,True
ST001849,C0405,2026-04-18 17:54:25,I was charged incorrectly this month.,Billing,29.0,True
ST001850,C0405,2026-03-31 00:00:00,I have a question about my invoice.,Billing,22.35,True
ST001851,C0405,2026-03-31 00:00:00,The integration is not syncing correctly.,Integration,16.87,True
ST001852,C0406,2026-04-04 00:00:00,Something is not working correctly.,Bug,23.4,True
ST001853,C0406,2026-04-04 00:00:00,We are having problems connecting our tools.,Integration,50.39,True
ST001854,C0406,2026-04-04 00:00:00,I need help changing our account settings.,Account,43.03,False
ST001855,C0406,2026-04-04 00:00:00,I have a question about the product.,Other,42.49,True
ST001856,C0406,2026-04-22 08:03:22,I have a question about the product.,Other,67.97,True
ST001857,C0406,2026-04-04 00:00:00,The integration is not syncing correctly.,Integration,23.41,True
ST001858,C0406,2026-04-04 00:00:00,I have a question about my invoice.,Billing,7.74,True
ST001859,C0406,2026-04-04 00:00:00,It would be useful to have this feature.,Feature Request,1.24,True
ST001860,C0407,2026-04-11 00:00:00,The integration keeps failing.,Integration,1.98,False
ST001861,C0408,2026-03-13 00:00:00,Something is not working correctly.,Bug,37.98,False
ST001862,C0408,2026-03-13 00:00:00,I cannot access my account.,Account,65.14,True
ST001863,C0408,2026-03-13 00:00:00,Something is not working correctly.,Bug,71.28,True
ST001864,C0408,2026-03-13 00:00:00,I need help with something.,Other,12.11,True
ST001865,C0408,2026-03-13 00:00:00,I need help changing our account settings.,Account,58.7,True
ST001866,C0409,2026-03-26 00:00:00,I need help with something.,Other,8.62,True
ST001867,C0409,2026-03-26 00:00:00,I have a question about the product.,Other,26.1,True
ST001868,C0409,2026-04-15 22:16:31,It would be useful to have this feature.,Feature Request,9.69,True
ST001869,C0409,2026-03-26 00:00:00,I cannot access my account.,Account,52.41,True
ST001870,C0409,2026-03-26 00:00:00,The dashboard is loading slowly.,Performance,6.01,True
ST001871,C0409,2026-04-16 17:45:05,The application shows an unexpected error.,Bug,54.69,True
ST001872,C0409,2026-04-02 13:56:29,I have a question about the product.,Other,6.54,True
ST001873,C0409,2026-03-26 00:00:00,I have a question about the product.,Other,6.11,True
ST001874,C0410,2026-04-23 10:08:50,I have a question about the product.,Other,33.02,True
ST001875,C0410,2026-04-02 00:00:00,The dashboard is loading slowly.,Performance,13.45,True
ST001876,C0410,2026-04-02 00:00:00,I have a question about the product.,Other,43.12,False
ST001877,C0411,2026-03-04 00:00:00,I need help with something.,Other,13.41,True
ST001878,C0411,2026-03-04 00:00:00,The dashboard is loading slowly.,Performance,47.21,False
ST001879,C0411,2026-03-04 00:00:00,Why was my payment charged twice?,Billing,8.43,True
ST001880,C0411,2026-03-22 02:37:48,I have a question about my invoice.,Billing,10.75,True
ST001881,C0412,2026-04-14 04:35:02,I have a question about the product.,Other,15.81,False
ST001882,C0412,2026-03-12 10:13:55,I have a question about my invoice.,Billing,25.67,False
ST001883,C0412,2026-02-21 14:34:24,It would be useful to have this feature.,Feature Request,67.73,False
ST001884,C0413,2026-03-21 02:15:14,I have a question about the product.,Other,25.35,True
ST001885,C0413,2026-02-25 01:23:26,Something is not working correctly.,Bug,50.95,True
ST001886,C0413,2026-03-15 04:59:26,We are having problems connecting our tools.,Integration,12.9,False
ST001887,C0413,2026-02-27 03:41:03,I cannot access my account.,Account,51.95,True
ST001888,C0413,2026-01-25 00:00:00,Can you add more options to the dashboard?,Feature Request,6.85,True
ST001889,C0414,2026-04-26 03:18:23,The dashboard is loading slowly.,Performance,47.57,True
ST001890,C0414,2026-02-07 00:00:00,It would be useful to have this feature.,Feature Request,26.47,True
ST001891,C0415,2026-02-09 17:25:23,It would be useful to have this feature.,Feature Request,35.57,False
ST001892,C0415,2026-01-28 00:00:00,I have a question about the product.,Other,38.42,True
ST001893,C0415,2026-03-29 06:49:30,Something is not working correctly.,Bug,21.85,False
ST001894,C0416,2026-02-14 03:07:16,Why was my payment charged twice?,Billing,35.5,True
ST001895,C0416,2026-01-24 02:36:11,The integration keeps failing.,Integration,22.49,True
ST001896,C0416,2026-01-11 07:47:31,I have a question about the product.,Other,43.44,True
ST001897,C0416,2026-02-01 19:45:20,The dashboard is loading slowly.,Performance,43.52,True
ST001898,C0416,2026-01-09 19:06:25,I need help with something.,Other,8.88,False
ST001899,C0416,2026-02-26 10:26:59,Our integration stopped working.,Integration,6.29,False
ST001900,C0416,2026-01-28 01:10:31,Something is not working correctly.,Bug,25.05,True
ST001901,C0417,2026-03-16 00:00:00,I need help with something.,Other,54.06,True
ST001902,C0418,2026-04-05 00:00:00,I need help with something.,Other,24.59,True
ST001903,C0418,2026-04-05 00:00:00,I need help changing our account settings.,Account,20.71,True
ST001904,C0418,2026-04-05 00:00:00,The integration keeps failing.,Integration,53.68,True
ST001905,C0419,2026-03-11 00:00:00,I have a question about the product.,Other,39.9,True
ST001906,C0419,2026-04-24 21:52:24,The application has become slower recently.,Performance,22.83,True
ST001907,C0419,2026-03-11 00:00:00,I have a question about the product.,Other,1.34,True
ST001908,C0419,2026-03-11 00:00:00,Our integration stopped working.,Integration,20.09,True
ST001909,C0419,2026-04-08 06:30:55,I have a question about the product.,Other,37.61,True
ST001910,C0419,2026-03-11 00:00:00,The application has become slower recently.,Performance,29.21,False
ST001911,C0420,2026-02-16 12:50:16,It would be useful to have this feature.,Feature Request,24.6,True
ST001912,C0420,2026-02-10 06:46:24,I have a question about the product.,Other,47.17,True
ST001913,C0420,2026-04-03 20:47:04,The integration is not syncing correctly.,Integration,8.99,True
ST001914,C0420,2026-02-15 10:49:05,I cannot access my account.,Account,62.18,False
ST001915,C0421,2026-04-06 00:00:00,I have a question about my invoice.,Billing,2.51,True
ST001916,C0421,2026-04-06 00:00:00,I have a question about the product.,Other,29.19,False
ST001917,C0421,2026-04-10 00:18:53,I was charged incorrectly this month.,Billing,47.93,False
ST001918,C0421,2026-04-06 00:00:00,I cannot access my account.,Account,11.01,True
ST001919,C0421,2026-04-06 00:00:00,I cannot access my account.,Account,48.54,False
ST001920,C0422,2026-02-24 09:35:18,Can you add more options to the dashboard?,Feature Request,48.55,True
ST001921,C0422,2026-02-10 00:00:00,I was charged incorrectly this month.,Billing,30.25,False
ST001922,C0423,2026-02-04 22:47:25,I have a question about the product.,Other,35.14,True
ST001923,C0423,2026-01-19 07:46:50,I have a question about the product.,Other,65.17,True
ST001924,C0423,2026-04-04 15:20:32,The application shows an unexpected error.,Bug,42.29,True
ST001925,C0423,2026-02-07 10:08:18,I need help with something.,Other,36.28,True
ST001926,C0423,2026-01-30 02:42:36,I have a question about my invoice.,Billing,7.62,False
ST001927,C0423,2026-03-03 09:27:46,I need help with something.,Other,68.98,False
ST001928,C0423,2026-02-02 16:57:11,I have a question about my invoice.,Billing,36.1,True
ST001929,C0424,2026-04-10 14:43:42,The integration is not syncing correctly.,Integration,28.11,True
ST001930,C0425,2026-03-30 14:56:07,I was charged incorrectly this month.,Billing,3.02,True
ST001931,C0425,2026-03-27 09:19:49,The integration keeps failing.,Integration,39.96,True
ST001932,C0425,2026-03-16 00:00:00,I need help changing our account settings.,Account,22.09,True
ST001933,C0425,2026-03-16 00:00:00,Can you add more options to the dashboard?,Feature Request,3.51,True
ST001934,C0426,2026-03-03 00:00:00,We are having problems connecting our tools.,Integration,64.61,True
ST001935,C0426,2026-04-20 10:05:39,I have a question about the product.,Other,16.29,True
ST001936,C0426,2026-03-06 23:34:04,The application shows an unexpected error.,Bug,19.32,True
ST001937,C0426,2026-03-03 00:00:00,It would be useful to have this feature.,Feature Request,71.99,True
ST001938,C0426,2026-03-28 22:49:58,I cannot access my account.,Account,4.89,False
ST001939,C0426,2026-03-21 21:36:38,Can you add more options to the dashboard?,Feature Request,13.38,True
ST001940,C0426,2026-03-03 00:00:00,It would be useful to have this feature.,Feature Request,40.21,True
ST001941,C0427,2026-03-06 00:00:00,I found a bug in the dashboard.,Bug,55.63,False
ST001942,C0428,2026-04-28 00:00:00,We are having problems connecting our tools.,Integration,48.69,True
ST001943,C0428,2026-04-28 00:00:00,Something is not working correctly.,Bug,68.79,False
ST001944,C0428,2026-04-28 00:00:00,I cannot access my account.,Account,22.22,False
ST001945,C0428,2026-04-28 00:00:00,Something is not working correctly.,Bug,65.46,True
ST001946,C0428,2026-04-28 00:00:00,I have a question about my invoice.,Billing,49.59,True
ST001947,C0428,2026-04-28 00:00:00,I need help changing our account settings.,Account,67.91,True
ST001948,C0428,2026-04-28 00:00:00,I was charged incorrectly this month.,Billing,5.29,True
ST001949,C0429,2026-04-20 00:00:00,I need help with something.,Other,49.2,False
ST001950,C0429,2026-04-21 18:18:41,Something is not working correctly.,Bug,71.09,True
ST001951,C0429,2026-04-20 00:00:00,Why was my payment charged twice?,Billing,62.34,False
ST001952,C0429,2026-04-20 00:00:00,Can you add more options to the dashboard?,Feature Request,18.33,True
ST001953,C0429,2026-04-20 00:00:00,I cannot access my account.,Account,50.04,True
ST001954,C0430,2026-03-13 02:44:03,I need help with something.,Other,9.09,True
ST001955,C0430,2026-03-09 00:00:00,The dashboard is loading slowly.,Performance,8.73,True
ST001956,C0430,2026-03-09 00:00:00,The dashboard is loading slowly.,Performance,62.93,True
ST001957,C0430,2026-03-09 00:00:00,It would be useful to have this feature.,Feature Request,10.09,True
ST001958,C0430,2026-03-11 23:28:26,I was charged incorrectly this month.,Billing,49.24,True
ST001959,C0430,2026-03-09 00:00:00,The application shows an unexpected error.,Bug,29.82,True
ST001960,C0431,2026-04-01 11:59:25,We are having problems connecting our tools.,Integration,44.39,True
ST001961,C0431,2026-02-11 02:35:52,I have a question about the product.,Other,35.03,True
ST001962,C0431,2026-03-30 13:32:34,Our integration stopped working.,Integration,15.4,False
ST001963,C0431,2026-02-21 18:09:11,I need help with something.,Other,38.17,True
ST001964,C0431,2026-02-01 18:06:13,I need help with something.,Other,66.62,False
ST001965,C0431,2026-03-24 00:23:46,I cannot access my account.,Account,38.58,True
ST001966,C0431,2026-03-03 02:07:31,I was charged incorrectly this month.,Billing,43.12,False
ST001967,C0432,2026-01-26 09:19:05,I have a question about the product.,Other,36.66,False
ST001968,C0432,2026-01-08 00:00:00,Our integration stopped working.,Integration,57.12,True
ST001969,C0432,2026-03-03 08:46:56,I need help with something.,Other,28.3,True
ST001970,C0432,2026-01-20 01:56:34,I need help with something.,Other,12.89,True
ST001971,C0432,2026-03-09 11:09:53,Our integration stopped working.,Integration,23.28,False
ST001972,C0432,2026-01-10 13:58:39,I need help changing our account settings.,Account,34.17,False
ST001973,C0432,2026-04-13 08:14:24,I need help changing our account settings.,Account,27.31,True
ST001974,C0432,2026-04-02 05:26:27,The application has become slower recently.,Performance,5.7,True
ST001975,C0433,2026-03-07 00:00:00,It would be useful to have this feature.,Feature Request,37.0,True
ST001976,C0434,2026-04-15 02:43:39,I found a bug in the dashboard.,Bug,42.83,False
ST001977,C0434,2026-02-23 08:53:11,I need help with something.,Other,2.43,True
ST001978,C0434,2026-01-11 00:00:00,Why was my payment charged twice?,Billing,40.86,False
ST001979,C0434,2026-03-17 08:22:53,Our integration stopped working.,Integration,26.66,True
ST001980,C0434,2026-02-28 10:46:52,I have a question about the product.,Other,60.87,True
ST001981,C0435,2026-04-19 00:00:00,We are having problems connecting our tools.,Integration,24.12,True
ST001982,C0435,2026-04-19 00:00:00,Our integration stopped working.,Integration,17.78,True
ST001983,C0435,2026-04-19 00:00:00,I need help changing our account settings.,Account,44.7,True
ST001984,C0435,2026-04-19 00:00:00,I need help changing our account settings.,Account,42.37,False
ST001985,C0435,2026-04-19 00:00:00,I need help with something.,Other,25.95,True
ST001986,C0435,2026-04-19 00:00:00,I need help with something.,Other,9.61,False
ST001987,C0435,2026-04-19 00:00:00,Can you add more options to the dashboard?,Feature Request,53.57,True
ST001988,C0436,2026-04-07 23:37:44,I found a bug in the dashboard.,Bug,9.77,True
ST001989,C0436,2026-02-06 01:00:13,The dashboard is loading slowly.,Performance,18.07,True
ST001990,C0436,2026-03-21 06:05:15,The dashboard is loading slowly.,Performance,19.2,True
ST001991,C0437,2026-02-20 15:08:54,I have a question about the product.,Other,44.25,False
ST001992,C0437,2026-01-09 00:00:00,We are having problems connecting our tools.,Integration,13.98,True
ST001993,C0437,2026-01-09 00:00:00,I was charged incorrectly this month.,Billing,13.28,False
ST001994,C0437,2026-03-31 15:05:38,It would be useful to have this feature.,Feature Request,7.52,False
ST001995,C0437,2026-01-09 00:00:00,The application has become slower recently.,Performance,32.76,True
ST001996,C0438,2026-04-07 19:00:56,I need help with something.,Other,47.78,True
ST001997,C0438,2026-03-18 00:00:00,It would be useful to have this feature.,Feature Request,68.14,True
ST001998,C0438,2026-03-18 00:00:00,Why was my payment charged twice?,Billing,18.16,True
ST001999,C0439,2026-01-09 10:48:26,The dashboard is loading slowly.,Performance,20.2,True
ST002000,C0440,2026-03-28 00:00:00,I cannot access my account.,Account,12.93,False
ST002001,C0440,2026-03-28 00:00:00,I cannot access my account.,Account,47.26,True
ST002002,C0440,2026-03-28 00:00:00,The integration keeps failing.,Integration,4.49,False
ST002003,C0441,2026-04-21 00:00:00,The application shows an unexpected error.,Bug,38.47,False
ST002004,C0441,2026-04-27 02:20:02,I found a bug in the dashboard.,Bug,56.71,True
ST002005,C0441,2026-04-21 00:00:00,The integration keeps failing.,Integration,64.65,True
ST002006,C0442,2026-03-28 21:27:46,Can you add more options to the dashboard?,Feature Request,66.99,True
ST002007,C0442,2026-03-09 21:27:37,The application shows an unexpected error.,Bug,28.81,True
ST002008,C0442,2026-01-31 14:56:32,I need help with something.,Other,42.32,True
ST002009,C0442,2026-04-08 05:00:46,Our integration stopped working.,Integration,10.87,True
ST002010,C0443,2026-04-25 15:33:58,It would be useful to have this feature.,Feature Request,65.29,True
ST002011,C0444,2026-03-02 12:25:01,Our integration stopped working.,Integration,40.97,True
ST002012,C0444,2026-03-25 12:53:11,I have a question about the product.,Other,44.08,True
ST002013,C0444,2026-03-10 10:19:15,The application has become slower recently.,Performance,23.69,True
ST002014,C0444,2026-04-06 01:52:39,The dashboard is loading slowly.,Performance,42.9,True
ST002015,C0445,2026-04-24 00:00:00,I have a question about the product.,Other,54.91,True
ST002016,C0445,2026-04-24 00:00:00,Something is not working correctly.,Bug,47.5,True
ST002017,C0446,2026-03-14 00:00:00,Our integration stopped working.,Integration,13.47,True
ST002018,C0446,2026-03-19 13:26:01,The dashboard is loading slowly.,Performance,24.96,True
ST002019,C0446,2026-03-14 00:00:00,I need help with something.,Other,52.87,True
ST002020,C0446,2026-03-29 10:22:04,The integration is not syncing correctly.,Integration,54.58,True
ST002021,C0447,2026-04-15 07:03:57,Something is not working correctly.,Bug,69.71,True
ST002022,C0447,2026-02-27 17:41:42,I have a question about the product.,Other,58.14,True
ST002023,C0448,2026-03-16 00:00:00,I was charged incorrectly this month.,Billing,56.47,True
ST002024,C0448,2026-03-17 03:28:53,The dashboard is loading slowly.,Performance,47.73,True
ST002025,C0448,2026-04-26 12:57:01,The integration keeps failing.,Integration,46.68,True
ST002026,C0448,2026-04-19 06:28:17,Why was my payment charged twice?,Billing,59.98,True
ST002027,C0448,2026-04-01 21:58:27,I need help changing our account settings.,Account,34.95,False
ST002028,C0448,2026-03-16 00:00:00,I need help with something.,Other,28.44,True
ST002029,C0449,2026-03-25 01:23:57,I need help with something.,Other,38.88,True
ST002030,C0449,2026-03-25 13:14:58,I need help with something.,Other,30.28,True
ST002031,C0450,2026-01-26 01:23:55,I need help with something.,Other,50.45,True
ST002032,C0450,2026-03-21 13:27:02,I cannot access my account.,Account,52.71,True
ST002033,C0450,2026-02-19 19:37:04,The integration keeps failing.,Integration,67.34,True
ST002034,C0450,2026-02-19 01:57:52,I have a question about the product.,Other,6.9,False
ST002035,C0450,2026-01-09 15:04:51,I was charged incorrectly this month.,Billing,14.85,True
ST002036,C0450,2026-02-12 06:00:56,We are having problems connecting our tools.,Integration,4.92,True
ST002037,C0451,2026-04-22 19:42:03,We are having problems connecting our tools.,Integration,22.94,True
ST002038,C0451,2026-03-21 00:00:00,Our integration stopped working.,Integration,51.33,True
ST002039,C0451,2026-03-21 00:00:00,The integration is not syncing correctly.,Integration,50.52,True
ST002040,C0451,2026-03-26 15:52:23,It would be useful to have this feature.,Feature Request,30.03,True
ST002041,C0451,2026-03-21 00:00:00,Can you add more options to the dashboard?,Feature Request,40.09,False
ST002042,C0451,2026-04-11 17:20:51,Something is not working correctly.,Bug,50.01,True
ST002043,C0451,2026-03-23 10:52:19,I need help with something.,Other,54.97,False
ST002044,C0452,2026-03-18 19:48:37,We are having problems connecting our tools.,Integration,52.81,True
ST002045,C0452,2026-01-26 00:04:33,The integration is not syncing correctly.,Integration,6.39,False
ST002046,C0452,2026-03-04 14:40:25,Can you add more options to the dashboard?,Feature Request,4.24,True
ST002047,C0452,2026-03-20 04:15:30,I need help with something.,Other,36.64,True
ST002048,C0452,2026-03-03 00:51:11,Our integration stopped working.,Integration,39.47,True
ST002049,C0452,2026-02-16 11:21:06,It would be useful to have this feature.,Feature Request,52.75,False
ST002050,C0453,2026-02-23 00:00:00,I found a bug in the dashboard.,Bug,7.8,True
ST002051,C0453,2026-02-23 00:00:00,I have a question about the product.,Other,22.18,True
ST002052,C0453,2026-02-23 00:00:00,I need help with something.,Other,31.65,False
ST002053,C0453,2026-02-23 00:00:00,We are having problems connecting our tools.,Integration,27.7,True
ST002054,C0453,2026-04-21 00:37:56,Why was my payment charged twice?,Billing,5.77,False
ST002055,C0454,2026-03-26 00:00:00,Can you add more options to the dashboard?,Feature Request,38.46,False
ST002056,C0455,2026-04-03 06:43:27,The dashboard is loading slowly.,Performance,54.57,False
ST002057,C0455,2026-03-22 16:01:54,It would be useful to have this feature.,Feature Request,26.9,True
ST002058,C0455,2026-04-04 04:05:58,I need help with something.,Other,65.73,True
ST002059,C0455,2026-03-27 03:58:37,The integration keeps failing.,Integration,57.54,True
ST002060,C0455,2026-03-16 00:00:00,Why was my payment charged twice?,Billing,51.45,True
ST002061,C0456,2026-03-14 00:00:00,Our integration stopped working.,Integration,17.84,False
ST002062,C0457,2026-03-11 00:50:05,It would be useful to have this feature.,Feature Request,20.11,True
ST002063,C0457,2026-03-08 00:00:00,Can you add more options to the dashboard?,Feature Request,59.29,False
ST002064,C0457,2026-03-08 00:00:00,I was charged incorrectly this month.,Billing,38.45,True
ST002065,C0457,2026-03-08 23:32:53,I found a bug in the dashboard.,Bug,8.94,True
ST002066,C0457,2026-03-22 15:40:34,The dashboard is loading slowly.,Performance,23.53,True
ST002067,C0457,2026-04-29 00:54:37,The dashboard is loading slowly.,Performance,20.92,True
ST002068,C0457,2026-03-08 00:00:00,I was charged incorrectly this month.,Billing,36.9,True
ST002069,C0458,2026-03-05 19:17:07,I need help changing our account settings.,Account,50.42,False
ST002070,C0458,2026-02-28 12:00:21,I need help with something.,Other,8.72,True
ST002071,C0458,2026-04-11 16:42:10,Something is not working correctly.,Bug,3.45,True
ST002072,C0458,2026-04-29 19:02:25,I was charged incorrectly this month.,Billing,25.55,True
ST002073,C0458,2026-02-10 00:00:00,Something is not working correctly.,Bug,60.03,True
ST002074,C0459,2026-04-30 00:00:00,Something is not working correctly.,Bug,49.47,True
ST002075,C0459,2026-04-30 00:00:00,I cannot access my account.,Account,19.62,True
ST002076,C0459,2026-04-30 00:00:00,I have a question about the product.,Other,20.51,False
ST002077,C0460,2026-02-03 00:00:00,I need help with something.,Other,23.61,True
ST002078,C0461,2026-02-23 06:56:48,The application has become slower recently.,Performance,29.24,True
ST002079,C0461,2026-04-17 01:23:34,Our integration stopped working.,Integration,59.54,True
ST002080,C0461,2026-01-27 00:00:00,The integration is not syncing correctly.,Integration,50.5,True
ST002081,C0462,2026-03-27 00:00:00,I have a question about my invoice.,Billing,49.62,True
ST002082,C0462,2026-03-27 00:00:00,I have a question about the product.,Other,45.65,True
ST002083,C0462,2026-03-27 00:00:00,Why was my payment charged twice?,Billing,43.86,True
ST002084,C0462,2026-03-27 00:00:00,The integration is not syncing correctly.,Integration,50.87,True
ST002085,C0462,2026-04-18 03:44:24,I have a question about my invoice.,Billing,61.27,False
ST002086,C0463,2026-04-02 00:00:00,Can you add more options to the dashboard?,Feature Request,32.84,True
ST002087,C0463,2026-04-02 00:00:00,I found a bug in the dashboard.,Bug,23.61,True
ST002088,C0463,2026-04-03 07:52:18,We are having problems connecting our tools.,Integration,26.65,True
ST002089,C0463,2026-04-02 00:00:00,Something is not working correctly.,Bug,35.6,True
ST002090,C0464,2026-02-10 00:00:00,Why was my payment charged twice?,Billing,36.06,True
ST002091,C0464,2026-02-10 00:00:00,I have a question about my invoice.,Billing,39.17,True
ST002092,C0464,2026-02-13 01:32:07,The integration keeps failing.,Integration,1.26,True
ST002093,C0464,2026-03-04 18:44:49,I need help with something.,Other,24.28,True
ST002094,C0464,2026-02-10 00:00:00,I have a question about the product.,Other,32.92,True
ST002095,C0465,2026-02-06 16:26:39,The application has become slower recently.,Performance,44.92,True
ST002096,C0465,2026-04-19 18:15:16,It would be useful to have this feature.,Feature Request,49.23,True
ST002097,C0466,2026-03-22 04:00:29,We are having problems connecting our tools.,Integration,62.46,True
ST002098,C0466,2026-02-03 00:00:00,Can you add more options to the dashboard?,Feature Request,37.08,True
ST002099,C0466,2026-04-26 11:31:02,I need help with something.,Other,61.22,True
ST002100,C0466,2026-02-16 21:59:48,The application has become slower recently.,Performance,62.72,True
ST002101,C0466,2026-03-19 17:03:01,The dashboard is loading slowly.,Performance,40.32,True
ST002102,C0466,2026-03-22 10:37:37,The dashboard is loading slowly.,Performance,57.46,True
ST002103,C0466,2026-02-03 00:00:00,The application shows an unexpected error.,Bug,13.45,False
ST002104,C0466,2026-02-03 00:00:00,I need help with something.,Other,47.07,True
ST002105,C0467,2026-03-10 10:36:24,I need help with something.,Other,48.12,False
ST002106,C0468,2026-03-25 02:06:01,The integration is not syncing correctly.,Integration,58.29,True
ST002107,C0468,2026-04-01 07:55:42,I have a question about the product.,Other,44.76,True
ST002108,C0468,2026-03-19 18:58:05,Our integration stopped working.,Integration,50.63,True
ST002109,C0468,2026-02-15 20:37:38,I found a bug in the dashboard.,Bug,5.07,True
ST002110,C0468,2026-01-25 07:40:31,The application shows an unexpected error.,Bug,13.56,True
ST002111,C0468,2026-01-20 15:50:09,I need help with something.,Other,31.11,False
ST002112,C0469,2026-04-13 01:28:08,I have a question about the product.,Other,47.7,True
ST002113,C0469,2026-04-08 09:01:56,Something is not working correctly.,Bug,61.49,True
ST002114,C0469,2026-03-27 00:00:00,The integration is not syncing correctly.,Integration,22.0,True
ST002115,C0470,2026-03-24 00:00:00,I have a question about the product.,Other,65.35,True
ST002116,C0470,2026-03-24 00:00:00,The application has become slower recently.,Performance,26.13,True
ST002117,C0470,2026-04-14 11:28:50,Something is not working correctly.,Bug,16.22,True
ST002118,C0470,2026-03-24 00:00:00,Can you add more options to the dashboard?,Feature Request,68.76,True
ST002119,C0471,2026-03-12 22:18:05,Our integration stopped working.,Integration,13.03,True
ST002120,C0471,2026-02-21 19:00:05,I found a bug in the dashboard.,Bug,25.89,True
ST002121,C0471,2026-04-01 08:04:37,I have a question about the product.,Other,27.23,False
ST002122,C0471,2026-02-08 00:00:00,Our integration stopped working.,Integration,4.53,True
ST002123,C0471,2026-03-18 18:39:51,Our integration stopped working.,Integration,33.48,False
ST002124,C0471,2026-02-08 00:00:00,I cannot access my account.,Account,68.87,True
ST002125,C0471,2026-02-08 00:00:00,I need help with something.,Other,45.24,False
ST002126,C0472,2026-03-15 19:42:47,I have a question about the product.,Other,24.67,True
ST002127,C0472,2026-02-28 00:00:00,I have a question about the product.,Other,69.38,True
ST002128,C0473,2026-02-10 00:00:00,I need help with something.,Other,40.52,True
ST002129,C0474,2026-04-29 00:00:00,The application shows an unexpected error.,Bug,20.31,True
ST002130,C0474,2026-04-29 00:00:00,I have a question about the product.,Other,57.6,True
ST002131,C0474,2026-04-29 00:00:00,We are having problems connecting our tools.,Integration,67.93,True
ST002132,C0474,2026-04-29 00:00:00,Our integration stopped working.,Integration,23.76,True
ST002133,C0474,2026-04-29 00:00:00,I found a bug in the dashboard.,Bug,14.27,True
ST002134,C0474,2026-04-29 00:00:00,I have a question about the product.,Other,41.23,True
ST002135,C0474,2026-04-29 00:00:00,I found a bug in the dashboard.,Bug,66.37,True
ST002136,C0474,2026-04-29 00:00:00,The integration keeps failing.,Integration,61.57,True
ST002137,C0475,2026-04-07 00:00:00,The application has become slower recently.,Performance,35.18,False
ST002138,C0475,2026-04-16 09:44:41,Something is not working correctly.,Bug,34.54,True
ST002139,C0476,2026-04-30 00:00:00,Can you add more options to the dashboard?,Feature Request,22.4,False
ST002140,C0476,2026-04-30 00:00:00,The integration keeps failing.,Integration,45.56,True
ST002141,C0476,2026-04-30 00:00:00,Our integration stopped working.,Integration,4.16,True
ST002142,C0476,2026-04-30 00:00:00,I have a question about the product.,Other,1.45,True
ST002143,C0476,2026-04-30 00:00:00,Something is not working correctly.,Bug,48.8,True
ST002144,C0476,2026-04-30 00:00:00,I found a bug in the dashboard.,Bug,34.9,True
ST002145,C0477,2026-02-23 21:18:27,Why was my payment charged twice?,Billing,71.55,False
ST002146,C0477,2026-03-08 10:58:05,I have a question about the product.,Other,53.04,True
ST002147,C0477,2026-04-13 19:19:27,Can you add more options to the dashboard?,Feature Request,67.7,True
ST002148,C0477,2026-04-03 13:18:00,I cannot access my account.,Account,38.49,False
ST002149,C0477,2026-02-17 16:05:08,I was charged incorrectly this month.,Billing,17.71,True
ST002150,C0477,2026-02-22 13:46:59,I need help with something.,Other,37.34,False
ST002151,C0477,2026-01-12 07:10:27,I need help with something.,Other,45.3,True
ST002152,C0478,2026-01-05 14:50:35,I need help with something.,Other,68.29,True
ST002153,C0478,2026-01-25 11:24:49,I was charged incorrectly this month.,Billing,57.46,True
ST002154,C0478,2026-03-03 10:09:58,Our integration stopped working.,Integration,63.3,True
ST002155,C0478,2026-03-31 01:01:21,I need help with something.,Other,53.46,True
ST002156,C0478,2026-01-04 07:34:29,I found a bug in the dashboard.,Bug,53.14,False
ST002157,C0478,2026-01-10 18:20:25,Our integration stopped working.,Integration,58.19,True
ST002158,C0478,2026-01-26 15:19:57,Something is not working correctly.,Bug,2.73,False
ST002159,C0479,2026-03-17 00:38:42,Our integration stopped working.,Integration,29.29,False
ST002160,C0479,2026-02-28 00:00:00,The application has become slower recently.,Performance,50.22,True
ST002161,C0479,2026-03-15 15:12:43,I need help with something.,Other,24.89,True
ST002162,C0479,2026-04-27 14:43:36,Can you add more options to the dashboard?,Feature Request,7.76,True
ST002163,C0479,2026-02-28 00:00:00,Can you add more options to the dashboard?,Feature Request,35.54,False
ST002164,C0479,2026-02-28 00:00:00,The application has become slower recently.,Performance,69.1,True
ST002165,C0479,2026-02-28 00:00:00,Can you add more options to the dashboard?,Feature Request,65.24,True
ST002166,C0479,2026-04-05 23:23:21,I have a question about the product.,Other,8.91,True
ST002167,C0480,2026-03-21 00:00:00,I need help changing our account settings.,Account,17.6,True
ST002168,C0481,2026-04-04 13:09:00,I have a question about my invoice.,Billing,5.74,True
ST002169,C0481,2026-04-23 19:47:49,I need help changing our account settings.,Account,29.56,False
ST002170,C0482,2026-01-27 02:37:13,The application has become slower recently.,Performance,22.92,True
ST002171,C0482,2026-04-27 11:40:31,The integration is not syncing correctly.,Integration,66.58,False
ST002172,C0482,2026-04-24 10:08:47,I cannot access my account.,Account,11.15,True
ST002173,C0482,2026-04-03 10:33:12,We are having problems connecting our tools.,Integration,29.06,True
ST002174,C0482,2026-01-13 00:00:00,I found a bug in the dashboard.,Bug,1.95,False
ST002175,C0482,2026-02-17 03:58:41,It would be useful to have this feature.,Feature Request,33.42,False
